X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,City,State,addrtype,addrlocat
-78.8663317408055,35.7672125,804 Wakehurst Drive,Devereaux,2249,1997,4,2,1,Detached,"$314,000","$326,000",.26-.5 Acres,10,120,0.9505,"$269,780.00",No,1,2,1,1,NA,Cary,NC,building
-78.8297196774405,35.7638972087421,112 Hidden Bluff Lane,Linville Ridge,2074,1994,3,2,1,Detached,"$315,000","$327,475",0-.25 Acres,8,890,0.9845,"$312,046.00",No,1,2,1,1,NA,Cary,NC,place
-78.8443619341037,35.8298032035569,514 Front Ridge Drive,Twin Lakes,2287,2007,3,2,1,Detached,"$335,000","$327,600",0-.25 Acres,9,0,0.95,"$303,199.00",No,1,2,2,2,NA,Cary,NC,place
-78.7792075777674,35.8000425793736,112 Airlie Court,Northwoods,3058,1990,5,3,1,Detached,"$333,000","$327,975",.26-.5 Acres,11,60,0.9505,"$280,125.00",No,1,2,15,15,NA,Cary,NC,place
-78.8963284,35.842348,4226 Vallonia Drive,The Village at Evans Farm,2718,2016,3,3,1,Attached,"$332,990","$328,000",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,137,137,NA,Cary,NC,highway
-78.7724308280887,35.775875458129,506 Carolyn Court,Allenbrook,2793,1985,3,2,2,Detached,"$325,000","$328,000",.26-.5 Acres,10,381,0.89,"$331,463.00",No,1,2,73,73,NA,Cary,NC,place
-78.8963284,35.842348,4212 Vallonia Drive,The Village at Evans Farm,2713,2016,3,3,1,Attached,"$337,339","$328,839",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,106,106,NA,Cary,NC,highway
-78.7992314154895,35.6886094912545,4624 Holly Brook Drive,Holly Brook,2639,1987,4,2,1,Detached,"$329,000","$329,000",0-.25 Acres,11,0,1,"$272,328.00",No,1,2,3,3,NA,Cary,NC,place
-78.9095335,35.8313133,609 Balsam Fir Drive,Amberly,2085,2016,4,3,1,Attached,"$329,990","$329,990",0-.25 Acres,7,400,0.9845,"$348,637.00",Yes,1,2,101,101,NA,Cary,NC,highway
-78.9095335,35.8313133,619 Balsam Fir Drive,Amberly,2087,2016,4,3,1,Attached,"$338,962","$330,000",0-.25 Acres,7,400,0.9845,"$338,962.00",Yes,1,1,15,15,NA,Cary,NC,highway
-78.8958123180533,35.8396426107563,4162 Vallonia Drive,The Village at Evans Farm,2247,2015,3,2,1,Attached,"$334,900","$330,000",0-.25 Acres,7,175,0.9845,"$309,664.00",No,0,2,103,103,NA,Cary,NC,place
-78.8440735399973,35.7863045,117 Hidden Rock Court,Fenton Estates,2333,1995,4,2,1,Detached,"$330,000","$330,000",.51-.75 Acres,8,552,0.9505,"$318,187.00",No,1,2,5,5,NA,Cary,NC,building
-78.870192,35.814337,611 Katy Stella Drive,Olde Carpenter,2383,2008,3,2,1,Attached,"$335,000","$330,000",0-.25 Acres,8,516,0.9509,"$270,920.00",No,1,1,4,4,NA,Cary,NC,place
-78.9049198951782,35.8238641386873,534 EMERALD DOWNS Road,Arlington Park at Amberly,2607,2006,3,2,1,Detached,"$339,900","$331,000",0-.25 Acres,8,0,0.94,"$304,402.00",No,1,2,164,59,NA,Cary,NC,place
-78.8148044,35.812575,165 Wildfell Trail,The Creeks at Weston,1854,2016,3,2,1,Attached,"$331,120","$331,120",0-.25 Acres,6,96,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.896035,35.8412762,1204 Alston Forest Drive,The Village at Evans Farm,2192,2016,3,2,1,Attached,"$331,584","$331,584",0-.25 Acres,10,0,0.9845,$0.00,Yes,1,2,1,1,NA,Cary,NC,highway
-78.8148044,35.812575,207 Wildfell Trail,The Creeks at Weston,1853,2016,3,2,1,Attached,"$330,990","$331,650",0-.25 Acres,6,96,0.9845,$0.00,Yes,1,2,127,127,NA,Cary,NC,highway
-78.8137585,35.8131846,402 Talons Rest Way,The Creeks at Weston,1913,2016,3,2,1,Attached,"$334,246","$334,246",0-.25 Acres,8,96,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.8999306,35.8215381,1656 Cary Reserve Drive,Glencroft Townhomes,2146,2016,3,2,1,Attached,"$335,990","$334,430",0-.25 Acres,7,0,0.9845,$0.00,Yes,0,2,14,14,NA,Cary,NC,highway
-78.87495905,35.7772187,309 Catlin Road,Chesney Glen,2509,1994,3,2,1,Detached,"$334,900","$335,000",0-.25 Acres,8,0,0.96,"$267,374.00",No,1,2,2,2,NA,Cary,NC,building
-78.796128,35.806264,420 Silvergrove Drive,Silvercreek,2176,1997,4,2,1,Detached,"$335,000","$335,000",0-.25 Acres,9,0,0.9505,"$297,828.00",No,1,2,3,3,NA,Cary,NC,place
-78.9051295299332,35.8222867887625,2118 Yates Store Road,Amberly,2345,2013,3,2,2,Attached,"$329,000","$335,000",0-.25 Acres,7,0,0.9505,"$267,527.00",No,1,2,3,3,NA,Cary,NC,place
-78.76907,35.763418,109 W Gerrell Court,Maynard Oaks,2686,1986,3,2,1,Detached,"$325,000","$335,000",.26-.5 Acres,9,0,0.9505,"$299,979.00",No,1,2,2,2,NA,Cary,NC,place
-78.8753919358301,35.7834464,102 Capistrane Drive,Ashley Woods,2242,1998,3,3,0,Detached,"$339,000","$335,000",0-.25 Acres,8,1003,0.9505,"$298,946.00",No,1,2,5,5,NA,Cary,NC,building
-78.7475978082909,35.7394919232667,207 Ravenstone Drive,Coventry Glen,2466,1994,4,2,1,Detached,"$335,000","$335,000",0-.25 Acres,9,0,0.9505,"$313,645.00",No,1,2,12,12,NA,Cary,NC,place
-78.8072401915984,35.7759692383197,102 Eaglesham Way,Westfield,2350,1989,4,2,1,Detached,"$344,499","$335,000",.26-.5 Acres,8,0,0.928,"$296,171.00",No,1,2,162,162,NA,Cary,NC,place
-78.769899,35.756494000000004,153 Brannigan Place,Stonehaven,2566,1991,4,3,1,Detached,"$334,900","$335,000",.26-.5 Acres,10,0,0.957,"$305,170.00",No,1,2,6,6,NA,Cary,NC,place
-78.896035,35.8412762,1223 Alston Forest Drive,The Village at Evans Farm,2714,2016,3,3,1,Attached,"$336,204","$335,704",0-.25 Acres,7,0,0.9845,"$336,204.00",Yes,1,1,0,0,NA,Cary,NC,highway
-78.8467700457971,35.7695861,203 Sherwood Forest Place,Sherwood Greens,2346,2000,4,2,1,Detached,"$339,900","$336,000",0-.25 Acres,9,0,0.9572,"$295,053.00",No,1,2,38,38,NA,Cary,NC,building
-78.8498172234448,35.77045905,404 Sherwood Forest Place,Sherwood Greens,2252,2000,4,2,1,Detached,"$345,000","$336,000",0-.25 Acres,9,0,0.9505,"$297,416.00",No,1,2,15,15,NA,Cary,NC,building
-78.7921081099594,35.705484521895,205 Langston Mill Court,Glenridge,2621,1993,3,2,1,Detached,"$339,900","$337,000",.26-.5 Acres,9,432,0.884,"$336,664.00",No,1,2,119,119,NA,Cary,NC,place
-78.834247379214,35.7819379333833,117 Huntsmoor Lane,Huntsmoor,2317,1992,4,2,1,Detached,"$349,900","$337,000",0-.25 Acres,10,507,0.9505,"$320,806.00",No,1,2,29,29,NA,Cary,NC,place
-78.8120913013004,35.7808104337668,105 Fawn Court,Hampstead Park,3028,1986,4,3,1,Detached,"$340,000","$337,500",.26-.5 Acres,13,693,0.9505,"$258,783.00",No,1,2,5,5,NA,Cary,NC,place
-78.896035,35.8412762,1221 Alston Forest Drive,The Village at Evans Farm,2716,2016,3,3,1,Attached,"$337,961","$337,961",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,0,0,NA,Cary,NC,highway
-78.8744104795142,35.78795475,202 Lyncroft Lane,Landsdowne,2417,1994,3,2,1,Detached,"$350,000","$338,000",0-.25 Acres,9,249,0.989,"$309,057.00",No,1,2,36,36,NA,Cary,NC,building
-78.8309244526941,35.7764591198747,216 Custer Trail,Charleston Woods,2187,1990,4,2,1,Detached,"$344,900","$338,000",.26-.5 Acres,9,0,0.96,"$352,855.00",No,1,1,53,7,NA,Cary,NC,place
-78.896035,35.8412762,1215 Alston Forest Drive,The Village at Evans Farm,2714,2016,3,3,1,Attached,"$339,286","$338,276",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,0,0,NA,Cary,NC,highway
-78.8963284,35.842348,4224 Vallonia Drive,The Village at Evans Farm,2718,2016,3,3,1,Attached,"$340,970","$338,470",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,55,55,NA,Cary,NC,highway
-78.8457116723892,35.8316830867879,402 Otter Cliff Way,Twin Lakes,2336,2006,3,2,1,Detached,"$339,800","$339,500",0-.25 Acres,7,0,1.0188,"$308,567.00",No,1,2,20,20,NA,Cary,NC,place
-78.9095335,35.8313133,621 Balsam Fir Drive,Amberly,2083,2016,4,3,1,Attached,"$344,990","$339,990",0-.25 Acres,7,400,0.9845,"$355,349.00",Yes,1,2,116,116,NA,Cary,NC,highway
-78.7795264128484,35.7276139291822,305 Palace Green,Lochmere,2594,1993,4,2,1,Detached,"$339,500","$340,000",0-.25 Acres,8,0,0.9845,"$306,387.00",No,1,2,42,42,NA,Cary,NC,place
-78.9095335,35.8313133,611 Balsam Fir Drive,Amberly,2088,2016,4,3,1,Attached,"$349,990","$340,000",0-.25 Acres,7,400,0.9845,"$361,268.00",Yes,1,2,92,92,NA,Cary,NC,highway
-78.8697769253496,35.77253065,106 Milley Brook Court,Brookstone,2466,1998,4,2,1,Detached,"$344,900","$340,000",0-.25 Acres,9,0,0.957,"$308,507.00",No,1,2,67,67,NA,Cary,NC,building
-78.7980892117593,35.7575042462071,123 Keithwood Lane,Kingsmill,2924,1994,4,3,1,Detached,"$330,000","$340,000",.51-.75 Acres,9,280,0.0096,"$261,267.00",No,1,2,4,4,NA,Cary,NC,place
-78.7888574654387,35.7891273124211,312 Wood Street,Not in a Subdivision,2641,2016,3,3,0,Attached,"$349,900","$340,000",0-.25 Acres,7,314,0.9505,$0.00,Yes,1,2,97,97,NA,Cary,NC,place
-78.9080196081025,35.8249383405516,215 Northlands Drive,Amberly,2591,2005,3,2,1,Detached,"$340,000","$340,000",0-.25 Acres,7,652,0.975,"$300,366.00",No,1,2,5,5,NA,Cary,NC,place
-78.8599717995436,35.76847035,508 Wakehurst Drive,Devereaux,3203,1999,3,2,1,Detached,"$340,000","$340,000",0-.25 Acres,12,0,0.9505,"$335,537.00",No,2,2,3,3,NA,Cary,NC,building
-78.7800881112644,35.7260687418566,123 Palace Green,Williamsburg Commons,2328,1990,3,2,1,Detached,"$339,000","$340,000",.26-.5 Acres,8,0,0.9505,"$320,265.00",No,1,2,36,36,NA,Cary,NC,place
-78.7888083763452,35.7891296978247,314 Wood Street,Not in a Subdivision,2637,2016,3,3,0,Attached,"$349,900","$340,000",0-.25 Acres,7,314,0.9505,"$74,445.00",Yes,1,2,97,97,NA,Cary,NC,place
-78.7880735334537,35.7129542570631,107 Aspen Hollow Court,Westchester Woods,2713,1997,4,2,1,Detached,"$342,000","$340,000",.26-.5 Acres,10,0,0.95,"$321,122.00",No,1,2,15,15,NA,Cary,NC,place
-78.8148044,35.812575,169 Wildfell Trail,The Creeks at Weston,2247,2016,3,3,1,Attached,"$339,990","$340,830",0-.25 Acres,7,610,0.9845,$0.00,Yes,1,2,142,142,NA,Cary,NC,highway
-78.8503809245676,35.7724855,111 Deep Gap Run,Park Village,2397,1995,4,2,1,Detached,"$349,000","$341,000",.26-.5 Acres,8,0,0.9505,"$290,822.00",No,1,2,5,5,NA,Cary,NC,building
-78.7749020841229,35.75220985,109 Ridgepath Way,Ridgepath,3092,1987,4,2,1,Detached,"$349,000","$342,000",.26-.5 Acres,10,0,0.93,"$301,822.00",No,2,2,24,15,NA,Cary,NC,landuse
-78.8348526100811,35.7890059995468,306 Arlington Ridge Road,Arlington Ridge,2338,1988,3,2,1,Detached,"$334,900","$342,000",0-.25 Acres,8,0,0.9845,"$283,731.00",No,1,2,2,2,NA,Cary,NC,place
-78.747775,35.737734,100 Ravenstone Drive,Coventry Glen,2650,1998,4,2,1,Detached,"$350,000","$342,500",.26-.5 Acres,9,0,0.9505,"$336,111.00",No,1,2,17,17,NA,Cary,NC,place
-78.7460018179927,35.7430303694387,111 Longbridge Drive,Coventry Glen,2301,1997,3,2,1,Detached,"$349,000","$343,000",0-.25 Acres,7,0,0.9505,"$201,379.00",No,1,2,3,3,NA,Cary,NC,place
-78.7541308536738,35.7504177011873,836 Bentbury Way,Prestwyck,2633,2009,3,2,1,Detached,"$349,900","$343,000",0-.25 Acres,9,0,0.9505,"$327,371.00",No,1,2,6,6,NA,Cary,NC,place
-78.7617931024521,35.7479431646522,315 W Kirkfield Drive,Woodshire of Wellington Park,2276,1993,4,2,1,Detached,"$329,500","$343,225",.26-.5 Acres,10,0,0.957,"$306,043.00",No,0,2,5,5,NA,Cary,NC,place
-78.8963284,35.842348,4208 Vallonia Drive,The Village at Evans Farm,2715,2016,3,3,1,Attached,"$343,748","$343,748",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,6,6,NA,Cary,NC,highway
-78.7602161135011,35.755626003976,1331 Bloomingdale Drive,Hillsdale Forest,2232,1979,4,3,0,Detached,"$345,000","$345,000",0-.25 Acres,7,0,0.9505,"$230,846.00",No,1,2,2,2,NA,Cary,NC,place
-78.9168908290746,35.8389385507235,811 Blackfriars Loop,Carolina Preserve,1631,2011,2,2,0,Detached,"$350,000","$345,000",0-.25 Acres,6,589,0.9838,"$299,602.00",No,0,2,20,20,NA,Cary,NC,place
-78.8304461146748,35.7785473159584,306 Bond Lake Drive,Bond Pointe,2253,1991,4,2,1,Detached,"$350,000","$345,000",.26-.5 Acres,9,0,0.91,"$268,585.00",No,1,2,26,26,NA,Cary,NC,place
-78.8273652448979,35.7712408979592,102 Red Field Street,Oxxford Hunt,3300,1994,4,3,1,Detached,"$350,000","$345,000",0-.25 Acres,10,0,0.984,"$319,942.00",No,1,2,88,88,NA,Cary,NC,place
-78.832008,35.777681,201 Custer Trail,Charleston Woods,2093,1990,4,2,1,Detached,"$345,000","$345,000",0-.25 Acres,7,326,0.9505,"$345,823.00",No,1,2,10,10,NA,Cary,NC,place
-78.853546,35.7913609,509 Santorini Drive,Stone Creek Village,2357,2006,3,2,1,Attached,"$348,900","$345,000",0-.25 Acres,8,70,0.9505,"$351,406.00",No,1,1,20,20,NA,Cary,NC,place
-78.8963284,35.842348,4210 Vallonia Drive,The Village at Evans Farm,2719,2016,3,3,1,Attached,"$345,643","$345,643",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,0,0,NA,Cary,NC,highway
-78.8963284,35.842348,4216 Vallonia Drive,The Village at Evans Farm,2412,2016,4,3,1,Attached,"$346,437","$346,007",0-.25 Acres,7,0,0.9845,"$346,347.00",Yes,1,2,0,0,NA,Cary,NC,highway
-78.8963284,35.842348,4240 Vallonia Drive,The Village at Evans Farm,2715,2016,3,3,1,Attached,"$347,216","$346,219",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,1,0,0,NA,Cary,NC,highway
-78.8963284,35.842348,4242 Vallonia Drive,The Village at Evans Farm,2282,2016,3,2,1,Attached,"$347,098","$346,598",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,2,1,1,NA,Cary,NC,highway
-78.7802495999393,35.7285986769091,102 Glen Hearth Court,Lochmere,2156,1993,4,2,1,Detached,"$349,900","$347,000",0-.25 Acres,10,0,0.9505,"$297,789.00",No,1,2,7,7,NA,Cary,NC,place
-78.8480017825505,35.77141525,302 Halls Mill Drive,Park Village,2850,1994,4,2,1,Detached,"$356,000","$348,000",0-.25 Acres,9,0,0.9845,"$306,826.00",No,1,2,75,75,NA,Cary,NC,building
-78.8961417,35.8405716,915 Rosepine Drive,The Village at Evans Farm,2699,2016,3,3,1,Attached,"$354,990","$348,490",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,1,146,146,NA,Cary,NC,highway
-78.916595,35.810681,514 Alden Bridge Drive,Cary Park,2451,2005,4,2,1,Detached,"$349,000","$349,000",0-.25 Acres,7,0,0.9505,"$303,355.00",No,1,2,53,53,NA,Cary,NC,place
-78.8961417,35.8405716,917 Rosepine Drive,The Village at Evans Farm,2519,2016,4,3,1,Attached,"$349,962","$349,926",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.8137585,35.8131846,404 Talons Rest Way,The Creeks at Weston,2246,2016,3,3,1,Attached,"$349,990","$349,990",0-.25 Acres,7,610,0.9845,$0.00,Yes,1,2,110,110,NA,Cary,NC,highway
-78.9078090948761,35.8310448520101,1211 Sand Pine Drive,Amberly,2708,2016,3,3,1,Attached,"$349,990","$349,990",0-.25 Acres,8,200,0.9845,"$360,587.00",Yes,1,1,105,105,NA,Cary,NC,place
-78.9095335,35.8313133,615 Balsam Fir Drive,Amberly,2083,2016,4,3,1,Attached,"$356,523","$350,000",0-.25 Acres,7,400,0.9845,"$348,623.00",Yes,1,1,39,39,NA,Cary,NC,highway
-78.8525683159662,35.8162062971635,233 Anniston Court,Madison Place,3094,2008,4,3,1,Attached,"$350,000","$350,000",0-.25 Acres,8,0,0.93,"$291,674.00",No,1,2,71,71,NA,Cary,NC,place
-78.7730704690245,35.718697674194,105 Glenrose Lane,Lochmere,2442,1990,3,2,1,Detached,"$355,000","$350,000",.26-.5 Acres,11,760,0.95,"$332,954.00",No,1,2,38,38,NA,Cary,NC,place
-78.9189980641297,35.8095174911368,3117 Sentinel Ferry Lane,Weldon Ridge,2497,2009,4,2,1,Detached,"$359,900","$350,000",0-.25 Acres,8,0,0.095,"$383,118.00",No,1,2,48,48,NA,Cary,NC,place
-78.915023892037,35.8112515179938,106 Naperville Drive,Cary Park,2656,2004,4,2,1,Detached,"$370,000","$350,000",0-.25 Acres,9,0,0.9505,"$311,487.00",No,1,2,35,35,NA,Cary,NC,place
-78.779510004394,35.7261582797364,116 Palace Green,Williamsburg Commons,2145,1988,3,2,1,Detached,"$360,000","$350,000",0-.25 Acres,6,0,0.9505,"$307,202.00",No,1,2,6,6,NA,Cary,NC,place
-78.8479697641961,35.7687664,409 Halls Mill Drive,Sherwood Greens,2328,2001,4,2,1,Detached,"$350,000","$350,000",0-.25 Acres,12,0,1.3,"$303,127.00",No,1,2,6,6,NA,Cary,NC,building
-78.896035,35.8412762,1214 Alston Forest Drive,The Village at Evans Farm,2695,2016,3,3,1,Attached,"$350,040","$350,040",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,1,0,0,NA,Cary,NC,highway
-78.896035,35.8412762,1213 Alston Forest Drive,The Village at Evans Farm,2410,2016,4,3,1,Attached,"$351,360","$351,240",0-.25 Acres,6,0,0.9845,"$351,360.00",Yes,1,2,0,0,NA,Cary,NC,highway
-78.8137585,35.8131846,408 Talons Rest Way,The Creeks at Weston,1854,2016,3,2,1,Attached,"$351,814","$351,864",0-.25 Acres,6,96,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.8501269,35.79137735,1025 Valleystone Drive,Enclave at Stone Creek Village,2450,2012,4,3,1,Attached,"$359,000","$352,000",0-.25 Acres,8,0,0.9505,"$349,489.00",No,1,2,5,5,NA,Cary,NC,building
-78.8960468258942,35.8249908089916,949 Vandalia Drive,Cary Park,2596,2010,4,3,1,Detached,"$350,000","$352,000",0-.25 Acres,9,115,0.928,"$331,713.00",No,1,2,62,62,NA,Cary,NC,place
-78.7872872979616,35.7520828047401,217 BEACHERS BROOK Lane,Woods Of Kildaire,3141,1974,4,3,1,Detached,"$400,000","$354,000",.26-.5 Acres,9,0,0.95,"$343,260.00",No,1,2,15,15,NA,Cary,NC,place
-78.8961417,35.8405716,913 Rosepine Drive,The Village at Evans Farm,2750,2016,3,3,1,Attached,"$353,696","$354,066",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,1,1,1,NA,Cary,NC,highway
-78.8682128461595,35.7746056,104 Castlebury Creek Court,Brookstone,2428,1998,4,2,1,Detached,"$350,000","$355,000",0-.25 Acres,9,0,0.9505,"$309,804.00",No,1,2,0,0,NA,Cary,NC,building
-78.9168236,35.8327652,205 Dowington Lane,Carolina Preserve,1621,2008,2,2,0,Detached,"$355,000","$355,000",0-.25 Acres,7,0,0.9838,"$275,661.00",No,1,2,20,20,NA,Cary,NC,highway
-78.763008,35.74947,101 Flemington Court,Lake Wellingborough,3110,1991,5,3,1,Detached,"$369,900","$355,000",.26-.5 Acres,11,2523,0.9845,"$357,045.00",No,1,2,177,177,NA,Cary,NC,place
-78.7984103583095,35.8133984740521,111 Winfair Drive,Silver Oaks at Silverton,2428,1995,4,2,1,Detached,"$360,000","$355,000",.26-.5 Acres,9,496,0.9505,"$333,987.00",No,1,2,32,32,NA,Cary,NC,place
-78.7720261213501,35.7757911379708,519 Carolyn Court,Allenbrook,2654,1985,4,2,1,Detached,"$350,000","$355,000",.26-.5 Acres,9,0,0.89,"$303,382.00",No,1,2,119,119,NA,Cary,NC,place
-78.8471662560475,35.8290923584665,523 Tranquil Sound Drive,Twin Lakes,2280,2006,3,2,0,Detached,"$365,000","$355,000",0-.25 Acres,7,0,0.9845,"$334,668.00",No,1,2,49,49,NA,Cary,NC,place
-78.7565251811449,35.7368465670035,233 Strathburgh Lane,Lochmere,2851,1993,4,2,1,Detached,"$375,000","$355,000",.51-.75 Acres,9,0,0.086,"$369,218.00",No,1,2,128,128,NA,Cary,NC,place
-78.8475479615341,35.800016088232,202 Halpen Drive,Preston Crossing,2130,1993,3,2,1,Detached,"$345,000","$355,000",.26-.5 Acres,8,369,0.9505,"$302,591.00",No,1,2,4,4,NA,Cary,NC,place
-78.8824895638406,35.77656695,317 Euphoria Circle,Harmony,2598,2007,4,2,1,Detached,"$365,000","$356,000",0-.25 Acres,9,0,0.9505,"$333,507.00",No,1,2,7,7,NA,Cary,NC,building
-78.8963284,35.842348,4246 Vallonia Drive,The Village at Evans Farm,2451,2016,4,3,1,Attached,"$355,417","$356,177",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.896035,35.8412762,1234 Alston Forest Drive,The Village at Evans Farm,2521,2016,4,3,1,Attached,"$356,939","$356,439",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.8426221609834,35.82994595,624 Piper Stream Circle,Twin Lakes,2596,2008,3,2,1,Detached,"$362,000","$357,000",0-.25 Acres,8,0,0.9845,"$323,795.00",No,1,2,58,58,NA,Cary,NC,building
-78.8365392028793,35.7802381536124,105 Bebington Drive,Kenilworth,2733,1993,4,2,1,Detached,"$364,900","$357,000",0-.25 Acres,10,0,0.9505,"$317,140.00",No,1,2,18,18,NA,Cary,NC,place
-78.8148044,35.812575,144 Wildfell Trail,The Creeks at Weston,2492,2016,3,2,1,Attached,"$351,350","$357,458",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.7704880107821,35.7602245744238,505 Farmington Woods Drive,Farmington Woods,2891,1974,4,3,0,Detached,"$369,900","$357,500",.26-.5 Acres,10,417,0.9845,"$310,603.00",No,1,2,10,10,NA,Cary,NC,place
-78.9094942008627,35.8330505620891,3127 Bluff Oak Drive,Amberly,2231,2013,3,2,1,Detached,"$360,000","$358,000",0-.25 Acres,8,0,0.9845,"$330,955.00",No,1,2,65,41,NA,Cary,NC,place
-78.8148044,35.812575,140 Wildfell Trail,The Creeks at Weston,1905,2016,3,2,1,Attached,"$356,297","$358,394",0-.25 Acres,7,494,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.9104986995312,35.8314966628057,4106 Overcup Oak Lane,Amberly,2399,2013,4,2,1,Detached,"$359,000","$359,000",0-.25 Acres,8,0,0.9505,"$333,611.00",No,1,2,2,2,NA,Cary,NC,place
-78.8385867227084,35.7695608213456,502 Giverny Place,Giverny,2658,1992,4,3,1,Detached,"$359,000","$359,000",.26-.5 Acres,10,0,0.98,"$338,549.00",No,1,2,5,5,NA,Cary,NC,place
-78.792437628047,35.7390469387357,307 Tweed Circle,MacGregor Downs,2254,1985,3,2,1,Detached,"$372,000","$359,500",0-.25 Acres,9,0,0.9505,"$312,975.00",No,1,2,15,15,NA,Cary,NC,place
-78.768408,35.763103,103 W Gerrell Court,Maynard Oaks,3137,1987,4,2,1,Detached,"$359,900","$359,900",.26-.5 Acres,10,0,0.9845,"$316,126.00",No,1,2,87,87,NA,Cary,NC,place
-78.9109267202017,35.8284762368415,505 Spinnaker Court,Carolina Preserve,1604,2012,2,2,0,Detached,"$360,000","$360,000",0-.25 Acres,6,440,0.9505,"$333,308.00",No,1,2,49,49,NA,Cary,NC,place
-78.9182738907814,35.8360768434717,668 Lipford Drive,Carolina Preserve,1736,2010,2,2,0,Detached,"$365,000","$360,000",0-.25 Acres,6,0,0.9838,"$303,713.00",No,1,2,44,44,NA,Cary,NC,place
-78.8469977261617,35.7715517,107 Bell Arthur Drive,Park Village,2729,1994,4,2,1,Detached,"$370,000","$360,000",0-.25 Acres,9,0,0.9845,"$308,615.00",No,1,2,50,50,NA,Cary,NC,building
-78.8322466277881,35.7774343705082,105 Minute Man Drive,Charleston Woods,2342,1990,4,2,1,Detached,"$368,900","$360,000",0-.25 Acres,9,0,0.9505,"$353,232.00",No,1,2,55,55,NA,Cary,NC,place
-78.8462094770164,35.830645311082,209 Bog Hill Lane,Twin Lakes,2809,2007,4,2,1,Detached,"$360,000","$360,000",0-.25 Acres,10,0,0.95,"$339,799.00",No,1,2,5,5,NA,Cary,NC,place
-78.8685792004313,35.7671156,102 drexelbrook Court,Devereaux,2626,1998,3,2,1,Detached,"$354,000","$360,100",0-.25 Acres,9,0,0.9505,"$289,616.00",No,2,2,3,3,NA,Cary,NC,building
-78.896035,35.8412762,1225 Alston Forest Drive,The Village at Evans Farm,2408,2016,4,3,1,Attached,"$360,135","$360,135",0-.25 Acres,6,0,0.9845,"$360,135.00",Yes,1,2,0,0,NA,Cary,NC,highway
-78.8137585,35.8131846,451 Talons Rest Way,The Creeks at Weston,2490,2016,3,2,1,Attached,"$361,770","$361,960",0-.25 Acres,7,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.7942254284084,35.7096797615661,111 Olde Tree Drive,Fernwood,2983,1998,4,2,1,Detached,"$378,000","$362,000",.26-.5 Acres,12,0,0.9505,"$331,704.00",No,1,2,61,61,NA,Cary,NC,place
-78.8448695,35.8309575,528 Front Ridge Drive,Twin Lakes,3073,2007,4,2,1,Detached,"$374,900","$362,500",0-.25 Acres,8,0,0.98,"$353,176.00",No,1,2,107,26,NA,Cary,NC,place
-78.7508134055018,35.7411784387006,104 Rivergreen Court,Coventry Woods,3069,1996,5,2,1,Detached,"$365,000","$362,500",.26-.5 Acres,9,0,0.098,"$358,774.00",No,1,2,43,43,NA,Cary,NC,place
-78.9209619,35.808484,3028 Sentinel Ferry Lane,Weldon Ridge,2452,2009,4,3,1,Detached,"$369,900","$363,000",.26-.5 Acres,9,0,0.98,"$371,072.00",No,1,2,152,1,NA,Cary,NC,highway
-78.7977465390935,35.7651376073498,210 Fox View Place,Fox Chase,1946,2016,4,2,1,Detached,"$339,900","$363,076",0-.25 Acres,10,0,0.95,$0.00,Yes,1,2,20,20,NA,Cary,NC,place
-78.8961417,35.8405716,909 Rosepine Drive,The Village at Evans Farm,2524,2016,4,3,1,Attached,"$362,949","$363,289",0-.25 Acres,8,0,0.9845,$0.00,Yes,1,2,0,0,NA,Cary,NC,highway
-78.8427927769851,35.77562485216,119 Covington Square Drive,MacArthur Park,2523,1994,4,2,1,Detached,"$374,900","$363,500",0-.25 Acres,11,320,0.95,"$311,552.00",No,1,2,11,11,NA,Cary,NC,place
