X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,City,State,addrtype,addrlocat
-78.7779934599867,35.7934791307079,217 E Johnson Street,Not in a Subdivision,624,1910,2,1,0,Detached,"$109,800","$74,000",.26-.5 Acres,4,0,0.01,"$86,459.00",No,0,0,19,19,NA,Cary,NC,place
-78.785567,35.81299,501 Gooseneck Drive,Chesapeake Condos,658,1986,1,1,0,Condo,"$78,000","$78,000",0-.25 Acres,4,0,0.9845,"$77,099.00",No,1,0,118,118,NA,Cary,NC,place
-78.7855339945412,35.8129762477255,505 Gooseneck Drive,Chesapeake Condos,727,1986,1,1,0,Condo,"$84,000","$80,000",0-.25 Acres,4,0,0.9505,"$77,099.00",No,1,0,41,41,NA,Cary,NC,place
-78.7928768274814,35.7574726134966,118 Carmichael Court,Carmichael Condos,771,1980,2,1,0,Condo,"$83,000","$82,000",0-.25 Acres,5,0,0.9505,"$75,753.00",No,0,0,13,13,NA,Cary,NC,place
-78.784558,35.812474,101 Oyster Bay Court,Chesapeake Condos,1099,1986,1,1,0,Condo,"$86,500","$82,400",0-.25 Acres,4,0,0.9505,"$74,512.00",No,1,0,67,67,NA,Cary,NC,place
-78.7926766329119,35.7578335267455,147 Carmichael Court,Kildaire Farms,779,1980,2,1,0,Condo,"$84,900","$85,750",0-.25 Acres,5,0,0.9505,"$75,753.00",No,0,0,1,1,NA,Cary,NC,place
-78.7861809865454,35.7619032921901,118 Drummond Place,Kildaire Farms,674,1979,2,1,0,Condo,"$94,000","$90,000",0-.25 Acres,4,0,0.955,"$74,174.00",No,0,0,23,23,NA,Cary,NC,place
-78.7863489247791,35.8124403233039,403 Gooseneck Drive,Chesapeake Condos,740,1985,1,1,0,Attached,"$95,000","$93,000",0-.25 Acres,3,0,0.9845,"$77,003.00",No,1,0,2,2,NA,Cary,NC,place
-78.7861974653252,35.7619351261963,120 Drummond Place,Drummond Place Condo,734,1972,2,1,0,Condo,"$96,000","$94,000",0-.25 Acres,4,0,0.928,"$76,945.00",No,0,0,1,1,NA,Cary,NC,place
-78.786306,35.812439,401 Gooseneck Drive,Chesapeake Condos,815,1985,1,1,0,Condo,"$95,000","$95,000",0-.25 Acres,4,0,0.9505,"$74,512.00",No,1,0,3,3,NA,Cary,NC,place
-78.7475153878227,35.7667625011811,1230 Donaldson Court,Williamsburg Manor,1177,1972,2,1,1,Attached,"$100,000","$100,000",0-.25 Acres,5,0,0.97,"$83,129.00",No,0,0,2,2,NA,Cary,NC,place
-78.7969542,35.7785359,111 Cimmaron Court,Chatham Pines,933,1985,2,1,1,Condo,"$99,000","$100,000",0-.25 Acres,5,180,1.0465,"$93,852.00",No,0,0,4,4,NA,Cary,NC,highway
-78.784558,35.812474,101 Oyster Bay Court,Chesapeake Condos,975,1986,2,1,0,Condo,"$100,000","$100,000",0-.25 Acres,6,0,0.93,"$87,548.00",No,1,0,2,2,NA,Cary,NC,place
-78.7490958383318,35.7673362227366,1126 Nottingham Circle,Williamsburg Manor,1163,1972,2,1,1,Attached,"$105,000","$105,000",0-.25 Acres,5,0,0.95,"$83,129.00",No,0,0,1,1,NA,Cary,NC,place
-78.748311518363,35.7660771122452,1240 Jamestown Court,Williamsburg Manor,1149,1972,2,1,1,Attached,"$114,900","$105,000",0-.25 Acres,5,0,0.955,"$83,129.00",No,0,0,6,6,NA,Cary,NC,place
-78.809894,35.770688,100 Hunting Chase,Foxdale Run Condos,1019,1986,2,1,1,Condo,"$109,000","$106,000",0-.25 Acres,5,0,0.9845,"$93,316.00",No,1,0,60,60,NA,Cary,NC,place
-78.7855339945412,35.8129762477255,505 Gooseneck Drive,Chesapeake Condos,1043,1986,2,2,0,Condo,"$115,000","$110,000",0-.25 Acres,5,0,0.95,"$94,924.00",No,1,0,3,3,NA,Cary,NC,place
-78.9044698,35.8140231,624 Waterford Lake Drive,Waterford Drive,806,2005,1,1,1,Condo,"$111,000","$111,000",0-.25 Acres,3,0,0.97024,"$101,288.00",No,0,0,9,9,NA,Cary,NC,highway
-78.7900063673469,35.7919961632653,108 Candytuff Court,Taylors Pond,1125,1984,2,1,1,Attached,"$125,000","$119,000",0-.25 Acres,5,0,0.928,"$107,665.00",No,0,0,5,5,NA,Cary,NC,place
-78.78543,35.811435,101 Choptank Court,Chesapeake Condos,1393,1984,2,2,1,Condo,"$116,900","$119,000",0-.25 Acres,8,0,0.9505,"$115,756.00",No,1,0,1,1,NA,Cary,NC,place
-78.748628055003607,35.767361062292,1117 Nottingham Circle,Williamsburg Manor,1382,1973,3,1,1,Attached,"$129,900","$120,000",0-.25 Acres,5,1380,0.95,"$91,624.00",No,0,0,12,12,NA,Cary,NC,place
-78.794475122449,35.7945759795918,107 Briarcreek Court,Taylors Pond,957,1985,2,1,1,Attached,"$119,900","$122,000",0-.25 Acres,4,0,0.91,"$111,386.00",No,1,0,5,5,NA,Cary,NC,place
-78.7993776014286,35.7918957558062,832 Chip Circle,Oakwood Heights,1452,1976,3,2,0,Detached,"$165,000","$124,723",.26-.5 Acres,7,1456,0.9845,"$201,166.00",No,0,0,58,58,NA,Cary,NC,place
-78.7929969387755,35.7617587959184,104 Fifer Court,Kildaire Farms,1054,1979,2,1,1,Attached,"$121,900","$125,000",0-.25 Acres,4,0,1.0455,"$122,324.00",No,1,0,3,3,NA,Cary,NC,place
-78.7807716446355,35.7621966454935,932 New Kent Place,New Kent Village,968,1985,2,2,0,Condo,"$125,000","$125,000",0-.25 Acres,5,0,0.95,"$105,331.00",No,1,0,5,5,NA,Cary,NC,place
-78.7802542222222,35.7620803333333,711 New Kent Place,New Kent Village,1126,1985,2,2,2,Condo,"$129,900","$126,000",0-.25 Acres,5,0,0.9505,"$114,017.00",No,1,0,9,9,NA,Cary,NC,place
-78.7993783041564,35.7769092431137,111 Granby Court,Waterford Place,980,1984,2,1,0,Attached,"$130,000","$126,000",0-.25 Acres,5,0,0.95,"$115,194.00",No,1,0,54,54,NA,Cary,NC,place
-78.7633388833813,35.7516072947658,1812 Bulon Drive,Wellington Ridge,997,1996,2,2,0,Condo,"$132,900","$126,000",0-.25 Acres,4,0,0.95,"$112,994.00",No,1,0,51,51,NA,Cary,NC,place
-78.7637962442351,35.7684689602381,1120 Collington Drive,The Coves,1239,1974,2,1,2,Attached,"$134,900","$130,000",0-.25 Acres,5,0,0.864,"$117,248.00",No,0,0,10,10,NA,Cary,NC,place
-78.7920175798359,35.7927689303859,605 Middleton Avenue,Taylors Pond,1521,1984,3,2,0,Attached,"$130,000","$132,000",0-.25 Acres,7,0,0.99,"$120,153.00",No,0,0,2,2,NA,Cary,NC,place
-78.8148910029723,35.7582720476698,628 Applecross Drive,Applecross,1215,1981,2,2,1,Attached,"$135,000","$135,000",0-.25 Acres,5,0,0.9505,"$117,901.00",No,1,0,6,6,NA,Cary,NC,place
-78.7863449743062,35.7582955349594,206 Clancy Circle,Kildaire Farms,1158,1982,2,2,0,Attached,"$129,900","$135,000",0-.25 Acres,5,0,1.1,"$124,362.00",No,1,0,3,3,NA,Cary,NC,place
-78.7912652356355,35.7939895496551,109 Taylors Pond Drive,Taylors Pond,1174,1984,2,1,1,Attached,"$135,000","$135,000",0-.25 Acres,4,0,0.91,"$109,446.00",No,1,0,2,2,NA,Cary,NC,place
-78.7611343873368,35.75338049672,5300 Rina Court,Wellington Ridge,1156,1997,2,2,0,Condo,"$135,000","$135,000",0-.25 Acres,5,0,0.9505,"$118,509.00",No,1,0,0,0,NA,Cary,NC,place
-78.7642939,35.75084,2223 Wellington Ridge Loop,Wellington Ridge,1154,1997,2,2,0,Condo,"$135,000","$135,000",0-.25 Acres,5,0,0.967,"$120,685.00",No,1,0,3,3,NA,Cary,NC,highway
-78.762803,35.751561,1013 Renshaw Court,Wellington Ridge,1138,1995,2,2,0,Condo,"$139,000","$135,000",0-.25 Acres,5,0,0.95,"$118,681.00",No,1,0,8,8,NA,Cary,NC,place
-78.7946000408163,35.7947053265306,102 Briarcreek Court,Taylors Pond,990,1985,2,1,1,Attached,"$129,900","$135,000",0-.25 Acres,5,120,0.91,"$109,274.00",No,1,0,0,0,NA,Cary,NC,place
-78.7905794898996,35.7633235000981,134 Winners Circle,Match Pointe,1134,1986,2,2,1,Attached,"$125,000","$136,000",0-.25 Acres,6,0,1.3,"$112,581.00",No,0,0,1,1,NA,Cary,NC,place
-78.7923419,35.811698,323 Glenolden Court,Chesapeake Pointe,1210,1999,2,2,0,Condo,"$130,000","$136,000",0-.25 Acres,4,0,0.108,"$116,657.00",No,1,0,2,2,NA,Cary,NC,highway
-78.7804504928153,35.7627122875814,212 New Kent Place,New Kent Village,1060,1986,2,2,0,Condo,"$130,000","$137,500",0-.25 Acres,5,92,1.03,"$114,017.00",No,1,0,2,2,NA,Cary,NC,place
-78.8139681781294,35.7564184743722,410 Applecross Drive,Applecross,1297,1983,2,2,1,Attached,"$140,000","$138,000",0-.25 Acres,5,0,0.9505,"$132,180.00",No,1,0,1,1,NA,Cary,NC,place
-78.7804572451645,35.7627342738893,222 New Kent Place,New Kent Village,1122,1986,2,2,0,Condo,"$138,500","$138,000",0-.25 Acres,5,60,0.9845,"$114,017.00",No,1,0,2,2,NA,Cary,NC,place
-78.7998960654726,35.7767096559127,505 Danforth Drive,Waterford Place,1222,1984,2,2,1,Attached,"$138,000","$138,000",0-.25 Acres,5,0,0.9505,"$125,803.00",No,1,0,3,3,NA,Cary,NC,place
-78.8217519673736,35.7777596161415,112 LUXON Place,Ashcroft,1328,1987,3,2,0,Attached,"$139,900","$138,000",0-.25 Acres,6,100,0.9505,"$128,158.00",No,0,0,2,2,NA,Cary,NC,place
-78.7981553135326,35.7763132381202,111 Danforth Drive,Waterford Place,1227,1985,2,2,1,Attached,"$140,000","$138,200",0-.25 Acres,5,0,0.95,"$127,482.00",No,1,0,0,0,NA,Cary,NC,place
-78.7610958597234,35.7532006942462,5323 Rina Court,Wellington Ridge,1310,1997,2,2,0,Condo,"$139,500","$138,500",0-.25 Acres,5,0,1.03,"$125,374.00",No,1,0,7,7,NA,Cary,NC,place
-78.8058829975154,35.7820793197585,322 Springfork Drive,Cedar Pointe Condos,1349,1997,3,2,0,Condo,"$121,000","$140,000",0-.25 Acres,5,0,0.9505,"$131,567.00",No,1,0,18,18,NA,Cary,NC,place
-78.8135000889347,35.7574093679442,304 Applecross Drive,Applecross,1189,1984,2,2,1,Attached,"$140,000","$140,600",0-.25 Acres,5,32,0.9505,"$119,119.00",No,1,0,1,1,NA,Cary,NC,place
-78.8114785987507,35.7561310853959,135 Charter Court,Colonial Townes,1313,1994,2,2,1,Attached,"$138,000","$141,000",0-.25 Acres,5,0,0.9845,"$131,532.00",No,1,0,3,3,NA,Cary,NC,place
-78.8152076329925,35.7569836709293,514 Applecross Drive,Applecross,1173,1983,2,2,0,Attached,"$148,940","$142,000",0-.25 Acres,5,0,1.009,"$112,085.00",No,1,0,133,133,NA,Cary,NC,place
-78.7634558316627,35.7603218326973,120 Bay Drive,The Coves,1488,1979,3,2,1,Attached,"$154,900","$142,500",0-.25 Acres,6,0,0.9505,"$131,508.00",No,0,0,6,6,NA,Cary,NC,place
-78.7975894854261,35.7774657495599,209 Danforth Drive,Waterford Place,1235,1985,2,2,1,Attached,"$145,000","$143,500",0-.25 Acres,8,0,0.95,"$129,891.00",No,1,0,5,5,NA,Cary,NC,place
-78.8223474,35.7775613,131 LUXON Place,Oxxford Hunt,1433,1986,3,2,0,Attached,"$142,000","$144,000",0-.25 Acres,5,0,0.9505,"$128,382.00",No,1,0,4,4,NA,Cary,NC,highway
-78.7628998438289,35.7512033736889,821 Renshaw Court,Wellington Ridge,1173,1995,2,2,0,Condo,"$139,900","$144,000",0-.25 Acres,5,0,0.9505,"$119,605.00",No,1,0,2,2,NA,Cary,NC,place
-78.798075004083,35.7764768039318,125 Danforth Drive,Waterford Place,1220,1985,2,2,1,Attached,"$149,500","$144,900",0-.25 Acres,5,0,0.9505,"$132,342.00",No,1,0,29,29,NA,Cary,NC,place
-78.811807853905,35.7564358989033,202 Colonial Townes Court,Colonial Townes,1111,1986,2,2,1,Attached,"$142,500","$145,000",0-.25 Acres,5,0,0.9845,"$112,112.00",No,1,0,0,0,NA,Cary,NC,place
-78.8040938129837,35.7757114906307,113 Candace Place,Carystone,1399,1997,3,2,0,Attached,"$142,000","$145,000",0-.25 Acres,5,0,0.95,"$138,000.00",No,1,0,3,3,NA,Cary,NC,place
-78.77781575,35.8210725625,312 Silverberry Court,Windchase at Beechtree,1347,1991,2,2,1,Attached,"$159,000","$147,000",0-.25 Acres,5,0,0.986,"$144,559.00",No,1,0,26,26,NA,Cary,NC,place
-78.7986803739759,35.7771594232128,118 Milford Court,Waterford Place,1227,1985,2,2,1,Attached,"$146,000","$147,000",0-.25 Acres,5,0,0.95,"$128,167.00",No,1,0,55,55,NA,Cary,NC,place
-78.7842170014104,35.7943265867885,215 W Boundary Street,Not in a Subdivision,1101,1961,3,1,0,Detached,"$162,500","$147,500",.26-.5 Acres,6,62,0.98,"$145,861.00",No,0,0,5,5,NA,Cary,NC,place
-78.8037504285714,35.7758420612245,202 Candace Place,Carystone,1477,1998,3,2,1,Attached,"$154,900","$148,000",0-.25 Acres,6,0,0.95,"$146,161.00",No,1,0,2,2,NA,Cary,NC,place
-78.7900069591837,35.7919942040816,110 Candytuff Court,Taylors Pond,1206,1984,2,1,1,Attached,"$149,000","$149,000",0-.25 Acres,5,0,0.9505,"$119,958.00",No,1,0,0,0,NA,Cary,NC,place
-78.7792583940687,35.8124642230347,103 N Mclean Court,Cambridge Forest,1202,1986,2,2,0,Attached,"$152,000","$149,000",0-.25 Acres,7,0,0.9505,"$131,925.00",No,1,0,8,8,NA,Cary,NC,place
-78.7980858245218,35.7764529055525,123 Danforth Drive,Waterford Place,1240,1985,2,2,1,Attached,"$153,900","$150,000",0-.25 Acres,7,0,0.95,"$128,142.00",No,1,0,5,5,NA,Cary,NC,place
-78.8134082819836,35.7573233185378,107 Inverness Court,Applecross,1757,1984,3,3,1,Attached,"$145,000","$150,250",0-.25 Acres,5,0,0.95,"$138,533.00",No,1,0,2,2,NA,Cary,NC,place
-78.8040901472636,35.7757189561828,117 Candace Place,Carystone,1295,1998,2,2,1,Attached,"$152,900","$153,000",0-.25 Acres,5,30,0.95,"$140,398.00",No,1,0,7,7,NA,Cary,NC,place
-78.788085,35.793208,122 Star Thistle Lane,Summer Ridge Townhomes,1367,2004,2,2,1,Attached,"$160,000","$155,000",0-.25 Acres,5,0,0.9845,"$142,723.00",No,0,0,9,9,NA,Cary,NC,place
-78.7918360952381,35.7650773333333,217 Virens Drive,Ivy Creek,1437,1998,2,2,1,Attached,"$154,900","$155,000",0-.25 Acres,4,0,0.95,"$137,010.00",No,1,0,4,4,NA,Cary,NC,place
-78.7934511107992,35.7950668771289,232 Rosebrooks Drive,Taylors Pond,1501,1986,3,2,1,Attached,"$145,000","$155,000",0-.25 Acres,6,0,1,"$115,707.00",No,1,0,2,2,NA,Cary,NC,place
-78.776319134392,35.820811007087,290 Beechtree Drive,Windchase at Beechtree,1344,1987,2,2,1,Attached,"$149,500","$155,500",0-.25 Acres,5,0,0.9505,"$142,308.00",No,1,0,15,15,NA,Cary,NC,place
-78.8044667788602,35.7859401077888,315 Orchard Park Drive,Saratoga Orchard Park,1245,1999,2,2,1,Attached,"$155,000","$156,000",0-.25 Acres,4,32,0.9505,"$149,000.00",No,1,0,2,2,NA,Cary,NC,place
-78.7941437625611,35.7657487353068,154 Greenmont Lane,Paxton,1223,1986,2,2,1,Attached,"$161,000","$156,500",0-.25 Acres,5,219,0.9505,"$142,038.00",No,1,0,5,5,NA,Cary,NC,place
-78.7713304122291,35.7939025426798,528 SORRELL Street,Cary Heights,1268,1978,3,1,1,Detached,"$160,000","$157,000",.26-.5 Acres,6,0,0.95,"$148,528.00",No,1,0,13,13,NA,Cary,NC,place
-78.9044698,35.8140231,828 Waterford Lake Drive,Cary Parkway,1404,2005,2,2,1,Condo,"$165,000","$158,000",0-.25 Acres,5,0,0.985,"$158,259.00",No,0,0,17,17,NA,Cary,NC,highway
-78.7996831765655,35.7651673968792,134 Riverwalk Circle,Riverwalk Townhomes,1299,1988,3,2,1,Attached,"$157,900","$158,500",0-.25 Acres,6,0,0.9505,"$136,888.00",No,1,0,7,7,NA,Cary,NC,place
-78.7882133543052,35.7844391066671,322 Willow Street,Montclair,865,1950,2,1,0,Detached,"$159,000","$159,000",0-.25 Acres,6,0,0.9505,"$136,272.00",No,0,0,2,2,NA,Cary,NC,place
-78.7638432383732,35.7594766919651,102 Barbary Court,The Coves,1589,1978,3,2,1,Attached,"$160,000","$160,000",0-.25 Acres,6,0,0.9505,"$138,697.00",No,1,0,0,0,NA,Cary,NC,place
-78.9056789,35.8131961,723 Portstewart Drive,Cary Park,1395,2007,2,2,0,Condo,"$169,900","$160,000",0-.25 Acres,5,0,0.95,"$145,000.00",No,0,0,49,49,NA,Cary,NC,highway
-78.7880850436599,35.7844364804258,330 Willow Street,Montclair,806,1950,2,1,0,Detached,"$169,900","$161,500",0-.25 Acres,5,0,0.9505,"$135,125.00",No,0,0,3,3,NA,Cary,NC,place
-78.7931313574744,35.7949483766636,211 Rosebrooks Drive,Taylors Pond,1480,1986,3,2,1,Attached,"$160,000","$162,000",0-.25 Acres,6,0,0.9845,"$124,207.00",No,1,0,5,5,NA,Cary,NC,place
-78.803754,35.775843,200 Candace Place,Carystone,1477,1998,3,2,1,Attached,"$157,900","$162,500",0-.25 Acres,6,0,0.864,"$144,684.00",No,1,0,2,2,NA,Cary,NC,place
-78.7777995,35.821076625,338 Silverberry Court,Windchase at Beechtree,1389,1995,3,2,0,Attached,"$165,000","$163,500",0-.25 Acres,6,0,0.9505,"$150,183.00",No,1,0,19,19,NA,Cary,NC,place
-78.9056789,35.8131961,738 Portstewart Drive,Waterford,1422,2008,2,2,1,Condo,"$167,500","$167,500",0-.25 Acres,4,0,0.9505,"$145,587.00",No,0,0,3,3,NA,Cary,NC,highway
-78.784542412154,35.7580276169957,113 Clancy Circle,Kildaire Farms,1667,1984,3,2,1,Detached,"$169,999","$169,000",0-.25 Acres,6,0,1.0188,"$182,476.00",No,1,0,61,61,NA,Cary,NC,place
-78.795286560869,35.8162667646039,112 Windbyrne Drive,Windbrooke,1308,1988,2,2,1,Attached,"$170,000","$170,000",0-.25 Acres,5,0,0.9505,"$151,157.00",No,1,0,17,17,NA,Cary,NC,place
-78.774937,35.77475,401 E Cornwall Road,Greenwood Forest,1421,1978,3,2,0,Detached,"$175,000","$170,000",.51-.75 Acres,6,0,0.9505,"$205,092.00",No,1,1,6,6,NA,Cary,NC,place
-78.8124566938776,35.7548583673469,104 Coniston Court,The Highlands,915,1981,2,1,1,Detached,"$170,000","$170,000",.26-.5 Acres,5,0,0.9845,"$141,705.00",No,0,0,3,3,NA,Cary,NC,place
-78.7947778501459,35.7950073822628,111 High Pine Court,Taylors Pond,1786,1986,3,2,1,Detached,"$169,900","$170,000",0-.25 Acres,8,0,0.9505,"$191,809.00",No,1,0,3,3,NA,Cary,NC,place
-78.7778095,35.821074125,322 Silverberry Court,Windchase at Beechtree,1351,1991,2,2,1,Attached,"$160,000","$172,000",0-.25 Acres,6,0,0.9505,"$144,559.00",No,1,0,2,2,NA,Cary,NC,place
-78.7863757695823,35.7697059268748,1215 Pond Street,Briarcliff,1667,1968,3,2,0,Detached,"$170,000","$174,000",.26-.5 Acres,7,0,0.9505,"$170,727.00",No,1,1,4,4,NA,Cary,NC,place
-78.7621245306122,35.7676726122449,710 Collington Drive,Pirates Cove,1943,1974,2,2,0,Attached,"$187,000","$175,000",0-.25 Acres,7,0,0.9505,"$141,853.00",No,1,0,29,29,NA,Cary,NC,place
-78.7622141428571,35.7678208571429,715 Collington Drive,The Coves,2463,1974,4,3,1,Attached,"$180,000","$181,000",0-.25 Acres,8,0,0.98,"$151,227.00",No,1,0,31,31,NA,Cary,NC,place
-78.8983456721357,35.8240862113154,715 Blossom Grove Drive,Camden Park,1529,2008,2,2,1,Attached,"$180,000","$182,000",0-.25 Acres,6,0,0.9845,"$164,962.00",No,1,1,1,1,NA,Cary,NC,place
-78.7953775553553,35.8172186606776,134 Windward Court,Windbrooke,1249,1993,2,2,0,Attached,"$179,999","$183,000",0-.25 Acres,5,0,0.9505,"$157,201.00",No,1,0,2,2,NA,Cary,NC,place
-78.8225110261834,35.7666347559265,203 Arvo Lane,Brookgreen,1197,1992,2,2,0,Detached,"$184,900","$184,900",0-.25 Acres,6,0,0.0984,"$179,558.00",No,1,0,3,3,NA,Cary,NC,place
-78.7961606547296,35.7641892647352,143 Spring Cove Drive,Lakepointe Village,1392,1986,2,2,1,Attached,"$185,000","$185,000",0-.25 Acres,5,0,0.9505,"$190,468.00",No,1,0,3,3,NA,Cary,NC,place
-78.8020782104623,35.7818689333948,104 Stoneford Court,EdgeHill Farms,1360,1987,3,2,1,Detached,"$175,000","$185,120",0-.25 Acres,6,0,0.95,"$198,598.00",No,1,0,27,27,NA,Cary,NC,place
-78.82511,35.764326,402 Center Pointe Drive,Park Place,1493,1997,2,2,0,Attached,"$188,000","$188,000",0-.25 Acres,6,0,0.96,"$161,036.00",No,1,0,5,5,NA,Cary,NC,place
-78.9044698,35.8140231,522 Waterford Lake Drive,Cary Park,1397,2007,2,2,0,Condo,"$193,500","$188,500",0-.25 Acres,5,0,1.02,"$177,853.00",No,1,1,39,2,NA,Cary,NC,highway
-78.8263164213092,35.7664458045369,326 Wax Myrtle Court,Evergreen,1207,1989,2,2,0,Detached,"$195,000","$189,000",0-.25 Acres,6,0,0.95,"$145,797.00",No,1,0,12,12,NA,Cary,NC,place
-78.826953,35.766661,101 Mint Court,Evergreen,1151,1988,3,2,0,Detached,"$189,000","$189,000",0-.25 Acres,5,0,0.95,"$145,392.00",No,1,0,2,2,NA,Cary,NC,place
-78.8272340003775,35.7653196689776,214 Vinca Circle,Park Place,1497,1999,2,2,0,Attached,"$190,000","$190,000",0-.25 Acres,6,280,0.9505,"$161,064.00",No,1,0,5,5,NA,Cary,NC,place
-78.7974030109614,35.7669813954743,104 Ellsworth Place,Kildaire Farms,1245,1992,3,2,0,Detached,"$200,000","$190,000",0-.25 Acres,6,0,0.95,"$165,545.00",No,1,0,4,4,NA,Cary,NC,place
-78.9156389020302,35.8257840630013,1719 Whirlaway Court,Washington Sq at Amberly,1316,2009,2,2,1,Attached,"$199,900","$190,000",0-.25 Acres,8,147,0.95,"$180,858.00",No,0,1,14,14,NA,Cary,NC,place
-78.8406581851852,35.823086962963004,267 Hampshire Downs Drive,Downing Village,1549,2007,3,2,1,Attached,"$189,900","$190,000",0-.25 Acres,6,0,0.985,"$167,992.00",No,0,0,4,4,NA,Cary,NC,place
-78.7899797916759,35.778805696585,418 Ann Street,Russell Hills,1873,1957,4,2,0,Detached,"$190,000","$191,234",.26-.5 Acres,8,1900,0.98,"$204,837.00",No,0,0,3,3,NA,Cary,NC,place
-78.7754742135608,35.8217476933874,260 Beechtree Drive,Windchase at Beechtree,2004,1989,3,3,1,Attached,"$195,000","$192,000",0-.25 Acres,6,0,0.96,"$171,054.00",No,1,0,33,33,NA,Cary,NC,place
-78.9044698,35.8140231,523 Waterford Lake Drive,Cary Park,1400,2007,2,2,0,Condo,"$193,500","$193,500",0-.25 Acres,6,76,1.02,"$179,474.00",No,1,1,6,6,NA,Cary,NC,highway
-78.9044698,35.8140231,528 Waterford Lake Drive,Cary Park,1353,2007,2,2,0,Condo,"$195,000","$196,001",0-.25 Acres,5,30,0.9505,"$179,086.00",No,1,1,0,0,NA,Cary,NC,highway
-78.775736622026,35.7860629497461,121 Stanopal Drive,Hunter Creek,1650,1998,3,2,1,Attached,"$195,000","$196,250",0-.25 Acres,6,0,0.95,"$158,866.00",No,1,1,54,7,NA,Cary,NC,place
-78.7967022583753,35.7940706275196,911 Madison Avenue,Madison Oaks,1224,1986,3,2,0,Detached,"$195,000","$197,000",.26-.5 Acres,5,0,0.9505,"$175,838.00",No,1,0,1,1,NA,Cary,NC,place
-78.7963843,35.7848602,535 Matheson Place,Highland Village,1383,2010,3,2,1,Attached,"$193,900","$197,000",0-.25 Acres,6,0,0.9505,"$172,913.00",No,1,0,1,1,NA,Cary,NC,building
-78.7963747,35.7849151,533 Matheson Place,Highland Village,1497,2010,3,2,1,Attached,"$195,900","$198,000",0-.25 Acres,6,0,0.884,"$175,540.00",No,1,0,7,7,NA,Cary,NC,building
-78.79641095,35.7852636,520 Matheson Place,Highland Village,1496,2010,3,2,1,Attached,"$199,500","$198,000",0-.25 Acres,6,0,0.884,"$175,540.00",No,1,0,6,6,NA,Cary,NC,building
-78.780302,35.820794,101 Skipwyth Circle,Wood Ridge,1319,1996,3,2,0,Detached,"$204,900","$199,900",.26-.5 Acres,5,0,0.9845,"$205,821.00",No,1,1,53,53,NA,Cary,NC,place
-78.7874733959192,35.7852041062112,323 W Park Street,Not in a Subdivision,1023,1955,2,1,0,Detached,"$200,000","$200,000",0-.25 Acres,4,1021,0.9505,"$153,989.00",No,1,0,0,0,NA,Cary,NC,place
-78.7753054393011,35.7809096752023,312 Walnut Street,Greenwood Forest,1334,1961,3,2,0,Detached,"$215,000","$200,000",.26-.5 Acres,6,0,0.9505,"$175,329.00",No,1,0,18,18,NA,Cary,NC,place
-78.8998046894303,35.8244191561441,913 Morris Dale Lane,Camden TH at Cary Park,1502,2010,2,2,1,Attached,"$215,000","$200,000",0-.25 Acres,5,0,0.95,"$172,470.00",No,1,1,20,20,NA,Cary,NC,place
-78.7717466,35.7988038,107 N Atley Lane,Willoughby  Place,1218,1985,3,2,0,Detached,"$199,900","$200,000",0-.25 Acres,6,32,0.95,"$155,481.00",No,0,0,1,1,NA,Cary,NC,highway
-78.8158214211404,35.7606157630044,1217 Whitborn Court,Woodwinds,1318,1977,3,2,0,Detached,"$210,000","$201,000",.26-.5 Acres,6,0,0.9505,"$194,833.00",No,1,0,11,11,NA,Cary,NC,place
-78.793457673225,35.7573658256298,102 Bonnell Court,Bonnell Patio Homes,1424,1980,3,2,1,Detached,"$200,000","$202,000",0-.25 Acres,6,207,0.096,"$134,402.00",No,1,0,4,4,NA,Cary,NC,place
-78.7767413913467,35.7610591574742,103 Overview Lane,Kildaire Farms,2366,1979,4,2,1,Detached,"$260,000","$202,500",.26-.5 Acres,9,0,0.9505,"$265,231.00",No,1,1,12,12,NA,Cary,NC,place
-78.9138210210394,35.8257635075092,342 Longchamp Lane,Washington Sq at Amberly,1416,2009,3,2,1,Attached,"$199,900","$203,000",0-.25 Acres,5,0,0.9505,"$177,970.00",No,0,1,2,2,NA,Cary,NC,place
-78.7674438462769,35.7821924198677,403 Ryan Road,Iron Gate,1624,1977,3,2,0,Detached,"$199,000","$203,500",.26-.5 Acres,7,0,0.98,"$197,183.00",No,1,0,2,2,NA,Cary,NC,place
-78.8231311036029,35.7556171492293,2005 Talloway Drive,The Highlands,1392,1983,3,2,0,Detached,"$200,000","$205,000",.26-.5 Acres,5,0,0.9345,"$190,170.00",No,1,1,4,4,NA,Cary,NC,place
-78.7887217405204,35.7877449056376,104 Madison Square Lane,Townes of Madison,1996,2004,4,2,2,Attached,"$205,000","$205,000",0-.25 Acres,6,0,0.96088,"$185,974.00",No,1,1,8,8,NA,Cary,NC,place
-78.788755,35.788012,209 N Dixon Avenue,Townes of Madison,2047,2005,4,3,1,Attached,"$205,726","$205,000",0-.25 Acres,7,0,0.9845,"$198,222.00",No,1,1,3,3,NA,Cary,NC,place
