X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Geocode Qu,city,state,addrtype,addrlocat
-78.8853591779341,35.7296507940551,105 Hawkscrest Court,Scotts Mill,3926,2002,4,3,1,Detached,"$420,000","$400,000",.26-.5 Acres,10,333,1.0045,"$388,480.00",No,1,2,148,148,0.95,NA,Apex,NC,place
-78.9071166153846,35.7111634615385,1987 Lazio Lane,Bella Casa,3598,2012,5,3,1,Detached,"$429,900","$405,000",0-.25 Acres,12,0,1.0045,"$414,630.00",No,1,2,171,171,0.94,NA,Apex,NC,place
-78.8816940585927,35.7537782894299,1708 Walden Meadow Drive,Walden Creek,3054,1997,4,2,1,Detached,"$410,000","$405,000",.26-.5 Acres,10,0,0.99,"$329,884.00",No,1,2,5,5,0.99,NA,Apex,NC,place
-78.8431938367347,35.7448805102041,962 Tender Drive,The Villages of Apex,2694,2008,3,2,1,Detached,"$410,000","$406,000",0-.25 Acres,8,0,0.9805,"$354,839.00",No,1,2,1,1,0.99,NA,Apex,NC,place
-78.8848901760698,35.7508181418724,2508 Flints Pond Circle,Walden Creek,3327,2001,5,3,1,Detached,"$398,000","$407,000",.26-.5 Acres,8,0,1,"$385,532.00",No,1,2,1,1,1.02,NA,Apex,NC,place
-78.8775386081138,35.7569757886541,1905 Loganwood Drive,Walden Creek,2900,1996,4,2,1,Detached,"$410,000","$410,000",.26-.5 Acres,10,0,0.9805,"$349,441.00",No,1,2,13,13,1,NA,Apex,NC,place
-78.821291,35.72634,1000 Chedington Drive,Waterford Green,3177,1991,5,2,1,Detached,"$410,000","$410,000",.26-.5 Acres,10,0,0.9805,"$329,263.00",No,2,2,2,2,1,NA,Apex,NC,place
-78.8827640615981,35.7512362209255,1611 Squaw Walden Lane,Walden Creek,3044,1998,4,2,1,Detached,"$410,000","$410,000",.26-.5 Acres,10,397,1.045,"$390,216.00",No,1,2,33,33,1,NA,Apex,NC,place
-78.8767239,35.737267,2507 Olive Chapel Road,Not in a Subdivision,2951,1996,3,3,0,Detached,"$434,900","$413,000",1-2.9 Acres,7,161,0.7,"$428,184.00",No,1,3,129,129,0.95,NA,Apex,NC,highway
-78.9070198807566,35.7130363238979,1908 Lazio Lane,Bella Casa,3019,2011,5,3,0,Detached,"$439,595","$415,000",0-.25 Acres,11,0,0.9805,"$393,309.00",No,1,2,22,22,0.94,NA,Apex,NC,place
-78.9015167559953,35.744251221334,211 Lyndenbury Drive,Abbington,2967,1999,4,3,1,Detached,"$434,900","$419,000",.26-.5 Acres,9,0,1.004,"$397,164.00",No,1,2,64,64,0.96,NA,Apex,NC,place
-78.9003424,35.7122598,1933 Steeple Chase Bend,Holland Farm,2711,2011,5,2,1,Detached,"$420,000","$420,000",0-.25 Acres,14,0,0.9805,"$369,417.00",No,1,2,0,0,1,NA,Apex,NC,place
-78.8201800195703,35.7393650017791,1013 Sunny Brae Court,Buckingham,3184,1990,4,2,1,Detached,"$425,000","$421,000",.26-.5 Acres,10,0,1.0045,"$361,721.00",No,1,2,24,24,0.99,NA,Apex,NC,place
-78.835946752858,35.7376084745999,4011 New Yarmouth Way,Shepherds Vineyard,3197,1994,4,2,1,Detached,"$419,900","$425,000",.26-.5 Acres,11,319,0.98,"$322,267.00",No,1,2,3,3,1.01,NA,Apex,NC,place
-78.8637313,35.7640858,1221 Hill Hollow Way,Sutton Place,2946,2008,5,3,0,Detached,"$425,000","$425,000",0-.25 Acres,9,0,1.0045,"$374,138.00",No,1,2,17,17,1,NA,Apex,NC,building
-78.858325,35.736326,406 Fairview Road,Dogwood Acres,2723,1960,4,3,0,Detached,"$449,000","$429,000",.51-.75 Acres,11,0,1.0045,"$227,504.00",No,2,0,8,8,0.96,NA,Apex,NC,place
-78.9128153,35.7139758,1910 Firenza Drive,Bella Casa,2966,2014,5,3,0,Detached,"$429,900","$429,900",0-.25 Acres,10,440,0.9625,"$414,635.00",No,1,2,52,52,1,NA,Apex,NC,highway
-78.900457,35.712282,1941 Steeple Chase Bend,Holland Farm,2826,2011,4,2,1,Detached,"$437,000","$441,000",0-.25 Acres,9,898,1.0045,"$394,450.00",No,1,3,11,11,1.01,NA,Apex,NC,place
-78.8661209,35.7639573,2016 Patapsco Drive,Sutton Place,4054,2006,5,4,0,Detached,"$449,000","$447,000",0-.25 Acres,11,421,1.0045,"$415,470.00",No,1,2,109,109,1,NA,Apex,NC,building
-78.8981835496984,35.7384343395824,520 Kellyridge Drive,Abbington,3861,2005,5,4,0,Detached,"$450,000","$454,000",.26-.5 Acres,12,0,0.01,"$470,501.00",No,1,2,139,80,1.01,NA,Apex,NC,place
-78.8853744478505,35.7522372797084,2516 Walden Woods Drive,Walden Creek,3095,2002,4,3,1,Detached,"$450,000","$455,000",.26-.5 Acres,10,1100,0.9805,"$429,792.00",No,1,2,1,1,1.01,NA,Apex,NC,place
-78.8458547570842,35.7438051498703,1063 Windy,The Villages of Apex,3001,2013,4,3,0,Detached,"$459,900","$455,000",0-.25 Acres,10,0,0.99,"$414,306.00",No,1,2,5,5,0.99,NA,Apex,NC,place
-78.8314322,35.760094,831 Dotson Way,The Trace,2700,2016,4,2,1,Detached,"$415,700","$455,650",0-.25 Acres,9,800,1.0045,"$415,700.00",Yes,1,2,88,88,1.1,NA,Apex,NC,highway
-78.8647907478691,35.7437292500277,914 Haddon Hall Drive,Haddon Hall,4591,1996,5,3,1,Detached,"$468,000","$465,000",.26-.5 Acres,11,0,1.00098,"$430,349.00",No,1,2,135,135,0.99,NA,Apex,NC,place
-78.9061651085369,35.7251225384209,1505 Piazzo Court,Villagio,3396,2009,4,2,1,Detached,"$475,000","$475,000",0-.25 Acres,10,1172,1.0043,"$502,233.00",No,1,3,164,1,1,NA,Apex,NC,place
-78.878545,35.732919,1200 Pendula Path,Dogwood Ridge,5531,1999,5,4,1,Detached,"$487,000","$480,000",.26-.5 Acres,15,583,0.98,"$454,432.00",No,1,2,20,20,0.99,NA,Apex,NC,place
-78.8574072845489,35.7461091009213,1711 Charlion Downs Lane,Haddon Hall,4323,2004,4,4,1,Detached,"$495,000","$488,000",.26-.5 Acres,12,0,0.9805,"$450,459.00",No,1,2,51,25,0.99,NA,Apex,NC,place
-78.8611649978327,35.7458199723949,1279 Horsham Way,Haddon Hall,4785,1999,5,3,1,Detached,"$495,000","$495,000",0-.25 Acres,13,0,0.96,"$416,227.00",No,1,2,13,13,1,NA,Apex,NC,place
-78.8643193,35.7634845,1237 Hill Hollow Way,Sutton Place,4220,2008,5,4,0,Detached,"$500,000","$497,500",0-.25 Acres,12,358,0.98,"$449,335.00",No,1,2,35,35,1,NA,Apex,NC,building
-78.8160099,35.7190184,6608 Ten Ten Road,Not in a Subdivision,2583,2007,4,3,0,Detached,"$525,000","$499,000",1-2.9 Acres,8,4350,0.936,"$460,854.00",No,1,3,34,34,0.95,NA,Apex,NC,highway
-78.8537056938776,35.7336440612245,2110 Blanchard Street,Not in a Subdivision,4120,2011,4,3,2,Detached,"$525,000","$510,000",0-.25 Acres,7,0,0.9805,"$453,021.00",No,1,2,31,31,0.97,NA,Apex,NC,place
-78.903255893573,35.7413819026255,108 Kentbury Lane,Abbington,3716,2002,4,4,1,Detached,"$525,000","$517,500",.26-.5 Acres,11,0,0.0101,"$448,708.00",No,1,2,9,9,0.99,NA,Apex,NC,place
-78.8594781271628,35.7395351265895,208 Kings Castle Drive,Haddon Hall,3590,2008,5,4,0,Detached,"$530,000","$529,500",.26-.5 Acres,11,2337,0.96,"$566,566.00",No,1,2,151,151,1,NA,Apex,NC,place
-78.9003315452938,35.7099370466664,1948 Old Byre Way,Holland Farm,4786,2008,5,3,1,Detached,"$559,999","$548,000",.26-.5 Acres,13,811,0.98,"$4,679.78",No,1,2,67,67,0.98,NA,Apex,NC,place
-78.857523,35.739502,100 Kings Castle Drive,Haddon Hall,3865,2005,4,4,0,Detached,"$595,000","$563,000",.26-.5 Acres,10,0,1.004,"$549,834.00",No,1,2,200,200,0.95,NA,Apex,NC,place
-78.905941,35.716074,1801 Lazio Lane,Bella Casa,4263,2012,5,4,1,Detached,"$589,500","$566,000",.26-.5 Acres,11,0,0.98,"$596,182.00",No,1,3,77,77,0.96,NA,Apex,NC,place
-78.9097816722197,35.7391949684705,2640 Bryant Pond Lane,Stratford at Abbington,3455,2009,4,3,1,Detached,"$575,000","$575,000",.26-.5 Acres,10,825,0.876,"$581,953.00",No,1,3,3,3,1,NA,Apex,NC,place
-78.8767239,35.737267,2200 Olive Chapel Road,Lucas Farms,3680,2016,4,4,0,Detached,"$587,500","$575,000",.51-.75 Acres,11,200,0.92,"$185,000.00",Yes,1,3,413,413,0.98,NA,Apex,NC,highway
-78.8767239,35.737267,2206 Olive Chapel Road,Lucas Farms,3917,2016,4,4,0,Detached,"$595,000","$587,500",.76-.99 Acres,11,900,0.92,"$675,000.00",Yes,1,3,170,170,0.99,NA,Apex,NC,highway
-78.9046095080374,35.7145696739131,1867 Versa Court,Bella Casa,3803,2010,5,4,0,Detached,"$660,000","$662,000",.26-.5 Acres,12,0,0.9805,"$622,210.00",No,2,3,22,22,1,NA,Apex,NC,place
