X,Y,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Geocode Qu,City,State,addrtype,addrlocat
-78.6605318306383,35.85037935,5316 North Hills Drive,North Hills Estates,3298,1965,4,3,0,Detached,"$375,000","$340,000",.26-.5 Acres,11,91,1.03,"$319,203.00",No,1,2,57,57,0.91,NA,Raleigh,NC,building
-78.6244276190434,35.7939202647617,608 Edmund Street,Albemarle Housing Co,1164,1949,3,2,0,Detached,"$349,900","$340,000",0-.25 Acres,6,858,1.027,"$231,584.00",No,1,1,6,6,0.97,NA,Raleigh,NC,place
-78.6793589829416,35.8626494915222,6005 Bramblewood Drive,Chippenham Square,2072,1985,3,2,1,Detached,"$335,000","$340,500",0-.25 Acres,7,0,1.0188,"$274,415.00",No,1,1,3,3,1.02,NA,Raleigh,NC,place
-78.7311006,35.9187555,11616 Leesville Road,King Lar,2908,2012,5,3,0,Detached,"$349,900","$340,600",.26-.5 Acres,8,326,0.01025,"$313,056.00",No,1,2,14,14,0.97,NA,Raleigh,NC,highway
-78.7274612237311,35.8855152506548,7640 Silver View Lane,Long Lake,2621,2004,4,2,1,Detached,"$350,000","$341,000",0-.25 Acres,9,0,1.0355,"$320,278.00",No,1,2,63,63,0.97,NA,Raleigh,NC,place
-78.703682,35.884857,4100 Stemmons Court,West Lake,2175,1989,3,2,1,Detached,"$339,900","$341,000",0-.25 Acres,8,0,1.02,"$325,916.00",No,1,2,2,2,1,NA,Raleigh,NC,place
-78.6814271183882,35.8001798691376,3404 Cherry Lane,Ridgewood,1595,1958,3,2,0,Detached,"$330,000","$341,000",.26-.5 Acres,8,0,1.0188,"$314,608.00",No,1,0,82,4,1.03,NA,Raleigh,NC,place
-78.5692447813099,35.9249155804201,10530 Evergreen Spring Place,Bedford at Falls River,2288,2004,4,2,1,Detached,"$345,000","$341,500",0-.25 Acres,8,0,1.0188,"$325,230.00",No,1,2,31,31,0.99,NA,Raleigh,NC,place
-78.6595773666822,35.8792159591551,1209 Greystone Park Drive,Greystone Park,2343,1998,3,3,0,Detached,"$360,000","$342,000",0-.25 Acres,8,0,1.0188,"$328,365.00",No,1,2,18,18,0.95,NA,Raleigh,NC,place
-78.6101305714286,35.8945455306122,8705 Chatterleigh Circle,Thorpshire Farm,2952,1991,4,2,1,Detached,"$349,900","$342,500",0-.25 Acres,8,0,1.0188,"$290,669.00",No,1,2,46,46,0.98,NA,Raleigh,NC,place
-78.6363343231364,35.8512593,5425 Emerson Drive,North Glen,2846,1965,4,3,0,Detached,"$350,000","$343,000",.26-.5 Acres,9,659,0.9818,"$245,872.00",No,2,0,125,125,0.98,NA,Raleigh,NC,building
-78.7073176797345,35.9043362484968,8809 Braceridge Road,Breeland Park,2398,1998,5,2,1,Detached,"$355,000","$343,000",0-.25 Acres,10,0,1.02,"$337,056.00",No,1,2,22,22,0.97,NA,Raleigh,NC,place
-78.6213696570346,35.8386556,4104 Wingate Drive,Hickory Hills,1837,1976,3,2,0,Detached,"$349,000","$343,000",.26-.5 Acres,7,0,1.0188,"$278,500.00",No,1,0,11,11,0.98,NA,Raleigh,NC,building
