X,Y,,Pics,MLS #,Status,SubArea,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Closing Da,Geocode Qu,City,State,addrtype,addrlocat
-78.878447,35.723913,345,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2068355/0/60/45/92e2029aa254085bfb4cf18f81baa5dc/2/7832c95e55bbea91f997034e68b948dc/2068355.JPG,2068355,CLOSED,015/B,1748 Town Home Drive,Scotts Mill,2357,2000,3,2,1,Detached,"$325,000","$327,000",0-.25 Acres,13,437,1.012,"$274,227.00",No,1,2,1,1,6/30/2016,1.01,NA,Apex,NC,street_address
-78.869123,35.7234369,346,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2057708/0/60/45/a2c09378f937f07f88c6681d55dc2797/2/2be82ee458f431e3525807e7b4d87e90/2057708.JPG,2057708,CLOSED,015/B,1004 Haughton Green Court,Whitehall Manor,2037,2002,3,2,1,Detached,"$320,000","$327,000",.26-.5 Acres,12,0,0.9625,"$287,749.00",No,1,2,0,0,5/16/2016,1.02,NA,Apex,NC,street_address
-78.835005,35.730225,347,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2076847/0/60/45/54c09e582d03fd8aa88c90c758056f60/2/eb9cc445f017ba32b8314849ff880296/2076847.JPG,2076847,CLOSED,015/C,400 Vintage Grove Lane,Surrey Meadows,2332,1995,4,3,1,Detached,"$335,000","$328,000",0-.25 Acres,7,0,0.98,"$271,870.00",No,1,2,32,32,9/26/2016,0.98,NA,Apex,NC,street_address
-78.8465329,35.745993,348,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2098848/0/60/45/c8f3af499d100c0ea7b28f4b591b9fc3/2/6365cb88243d2281c15c2335832c9ee0/2098848.JPG,2098848,CLOSED,015/C,906 Ambergate Station,The Villages of Apex,2474,2012,4,3,1,Detached,"$325,000","$328,000",0-.25 Acres,8,0,0.9805,"$292,412.00",No,0,2,3,3,12/21/2016,1.01,NA,Apex,NC,street_address
-78.908311,35.734799,349,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2058868/0/60/45/09532236f480ce4f75e52c47638342ea/2/4e61edb85a59ff229e1bd5f99542c20a/2058868.JPG,2058868,CLOSED,015/B,4032 Winecott Drive,Woodridge,2490,2001,4,2,1,Detached,"$329,000","$329,000",0-.25 Acres,9,607,1.0045,"$296,786.00",No,1,2,38,38,8/30/2016,1,NA,Apex,NC,street_address
-78.873921,35.72986,350,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2046497/0/60/45/94dd37a462ceabe13fdfd8709c977ab2/2/b61fe77483e26ab67f719c4b55ab277c/2046497.JPG,2046497,CLOSED,015/B,901 TOWN SIDE Drive,Cameron Park,2310,2001,3,2,1,Detached,"$329,500","$329,500",0-.25 Acres,8,0,1.0045,"$318,646.00",No,1,2,2,2,3/4/2016,1,NA,Apex,NC,street_address
-78.885006,35.728064,351,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2092255/0/60/45/fb8fc05a6b1f1ba21283bb1682a7672b/2/ab0cdbb39a64f6451d5a18dd9b577426/2092255.JPG,2092255,CLOSED,015/B,701 Scotts Ridge Trail,Scotts Mill,2501,1999,4,3,1,Detached,"$329,900","$329,900",0-.25 Acres,8,0,0.988,"$281,734.00",No,1,1,69,69,12/30/2016,1,NA,Apex,NC,street_address
-78.868807,35.725878,352,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096242/0/60/45/b36238aef07cda3868f6fa37080753c5/2/e86985a0b35376ff49d17270e63b059c/2096242.JPG,2096242,CLOSED,015/B,1413 Applethorn Drive,Whitehall Manor,2129,2004,3,2,1,Detached,"$324,900","$330,000",0-.25 Acres,9,998,0.9805,"$304,743.00",No,1,2,25,25,2/1/2017,1.02,NA,Apex,NC,street_address
-78.878404,35.7539,353,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2050613/0/60/45/293f48e73d2933ae49e8dd80c3fc380a/2/24cfeb3cb92e177fc6d7e0cecc67655f/2050613.JPG,2050613,CLOSED,010/A,2217 Walden Creek Drive,Walden Creek,2340,1997,4,2,1,Detached,"$325,000","$330,000",0-.25 Acres,8,581,1.02,"$322,773.00",No,1,2,1,1,4/1/2016,1.02,NA,Apex,NC,street_address
-78.833219,35.73368,354,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2059870/0/60/45/936c974c20a2bb802caf0331487a7077/2/8375fd266ba9764c579ed41c17df4d7d/2059870.JPG,2059870,CLOSED,015/C,1000 W St Helena Place,Vintage Grove,2480,1990,3,2,1,Detached,"$335,000","$330,000",0-.25 Acres,7,147,1.004,"$246,654.00",No,1,2,13,13,6/3/2016,0.99,NA,Apex,NC,street_address
-78.865555,35.733992,355,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2062392/0/60/45/5ad3be7f58cc818eede3e71d4c8c6051/2/65e79ee129e7e50b171b22f0823e573f/2062392.JPG,2062392,CLOSED,015/B,802 Bristol Blue Street,Amherst,2554,1995,4,3,1,Detached,"$315,000","$330,000",0-.25 Acres,9,0,1.0045,"$289,671.00",No,1,2,12,12,6/6/2016,1.05,NA,Apex,NC,street_address
-78.884808,35.725912,356,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075915/0/60/45/106698ceb08935be39ef75b54730a3b4/2/286a9b954fed2c313671a7b5ea928f6a/2075915.JPG,2075915,CLOSED,015/B,104 Rushing Wind Way,Scotts Mill,2083,2001,4,2,1,Detached,"$317,000","$330,000",0-.25 Acres,10,320,1.0045,"$294,785.00",No,1,1,1,1,8/3/2016,1.04,NA,Apex,NC,street_address
-78.881179,35.734822,357,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2074905/0/60/45/7f6e29f4ef290f2ac14d1bbef59be2f6/2/522d0ca7117db308cdb06f770137f0a8/2074905.JPG,2074905,CLOSED,015/B,1301 Albertson Place,Pearson Farms,2181,1995,4,2,1,Detached,"$325,000","$330,000",.26-.5 Acres,8,0,1.0045,"$268,827.00",No,1,2,3,3,8/30/2016,1.02,NA,Apex,NC,street_address
-78.886403,35.734723,358,http://cdnparap120.paragonrels.com/ParagonImages/Dynamic/p12/TRIANGLE/user/9/29/60/45/0/26d297231da07961ee500a3c6a1f1882/BLANK+NO+PHOTO.jpg,2078276,CLOSED,015/B,1007 Country Glen Court,Ashley Downs,2313,2006,4,2,1,Detached,"$325,000","$330,000",1-2.9 Acres,8,0,0.9805,"$278,019.00",No,1,2,4,4,8/26/2016,1.02,NA,Apex,NC,street_address
-78.86806,35.764717,359,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2066775/0/60/45/312f3492181b0702001ffbeb4e110e75/2/46b128b8c48c0bc8cd78c7ca98a34893/2066775.JPG,2066775,CLOSED,010/A,2205 Templeton Gap Drive,Charleston Village,2233,2003,3,2,1,Detached,"$325,000","$331,000",0-.25 Acres,9,0,1.0045,"$304,140.00",No,1,2,4,4,6/22/2016,1.02,NA,Apex,NC,street_address
-78.882101,35.730182,360,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094266/0/60/45/b93a5e759fb040b68477e362dd9a1a93/2/c2617e270eb849cd4efe4d35a3a9751d/2094266.JPG,2094266,CLOSED,015/B,416 Timber Cut Lane,Scotts Mill,1989,1999,3,2,1,Detached,"$329,000","$331,400",.26-.5 Acres,7,247,1.0045,"$286,755.00",No,1,2,1,1,12/7/2016,1.01,NA,Apex,NC,street_address
-78.8294321,35.756253,361,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093704/0/60/45/cf9c0f706329698dbda2328100135d1b/2/8242889a8832bb90f0df5165e6580d4d/2093704.JPG,2093704,CLOSED,015/C,641 SWEET LAUREL Lane,Ellington Place,2341,2010,3,2,1,Detached,"$329,900","$332,061",0-.25 Acres,7,0,1.0045,"$296,580.00",No,1,2,9,9,12/22/2016,1.01,NA,Apex,NC,street_address
-78.866341,35.743446,362,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2091822/0/60/45/034f4dddbe6d05a78cca787d3e5376c6/2/8d3b704887b2d930748d346117fdeb99/2091822.JPG,2091822,CLOSED,015/C,1009 Devonhurst Court,Haddon Hall,2378,1996,4,2,1,Detached,"$328,000","$333,000",.26-.5 Acres,8,0,0.97,"$315,680.00",No,1,2,4,4,11/8/2016,1.02,NA,Apex,NC,street_address
-78.8810309,35.727238,363,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2084003/0/60/45/34a1d4a311d8017e425793347d08846d/2/72f226a5bda204d07e5a84246491a163/2084003.JPG,2084003,CLOSED,015/B,200 Maple Creek Court,Scotts Mill,2335,1998,3,2,1,Detached,"$339,900","$333,000",0-.25 Acres,8,0,0.9805,"$294,888.00",No,1,2,27,27,10/12/2016,0.98,NA,Apex,NC,street_address
-78.880773,35.7289839,364,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2079059/0/60/45/b6de43c9adbe1466e29ba855c933efb9/2/ccf6b0fd2e8d96d81f328383f37439be/2079059.JPG,2079059,CLOSED,015/B,304 Cedar Trail Lane,Scotts Mill,2268,2001,3,2,1,Detached,"$334,900","$334,000",0-.25 Acres,8,0,1.0045,"$290,487.00",No,1,2,38,38,9/29/2016,1,NA,Apex,NC,street_address
-78.8831639,35.754577,365,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078710/0/60/45/d26b7ae0736b80b04bfad47a8a601574/2/2975d4b73f39862b87795c81ff90d165/2078710.JPG,2078710,CLOSED,010/A,2000 Aston Woods Court,Walden Woods,2960,2000,4,2,1,Detached,"$338,000","$335,000",.26-.5 Acres,10,0,0.98,"$284,675.00",No,1,2,35,35,9/20/2016,0.99,NA,Apex,NC,street_address
-78.868996,35.722615,366,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2077747/0/60/45/1f212ad462b159cdaa98de3aa2f58907/2/23a58f0ad2d3ca6d54f5b43e4745f14a/2077747.JPG,2077747,CLOSED,015/B,1106 Whiston Drive,Whitehall Manor,2158,2002,3,2,1,Detached,"$339,000","$335,000",.26-.5 Acres,10,0,0.9805,"$280,510.00",No,1,2,11,11,9/15/2016,0.99,NA,Apex,NC,street_address
-78.884751,35.7345309,367,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2048766/0/60/45/ab7c54d3d0dd098c320bf91ab60b850a/2/42a193919e9e793cbca004ecab1f367f/2048766.JPG,2048766,CLOSED,015/B,1904 Patterson Grove Road,Pearson Farms,2443,1998,3,2,1,Detached,"$335,000","$336,000",0-.25 Acres,9,0,1.0045,"$300,844.00",No,1,2,2,2,3/24/2016,1,NA,Apex,NC,street_address
-78.876668,35.730919,368,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093060/0/60/45/094d74259aa09d70097c295e5e62bfd0/2/cec4342a252a84c91f3d04ef698fbebe/2093060.JPG,2093060,CLOSED,015/B,1461 Big Leaf Loop,Dogwood Ridge,2258,2000,3,2,1,Detached,"$335,000","$336,000",0-.25 Acres,8,0,0.9805,"$291,560.00",No,1,2,4,4,11/10/2016,1,NA,Apex,NC,street_address
-78.871291,35.725991,369,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2090314/0/60/45/57f265cfd3d9761c358178f53375703f/2/21cc20cb64148c17f9d21ec9838f6b1f/2090314.JPG,2090314,CLOSED,015/B,220 Garden Plaza Way,Green at Scotts Mill,2556,2005,5,2,1,Detached,"$339,900","$337,000",0-.25 Acres,10,26,0.9805,"$313,272.00",No,1,2,58,58,11/22/2016,0.99,NA,Apex,NC,street_address
-78.908908,35.7338793,370,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2061122/0/60/45/bf123e247976283bd1f5b99cbf896652/2/81c8e10df77f7b01285c6a116ca2cbe6/2061122.JPG,2061122,CLOSED,015/B,3010 Shopton Drive,Woodridge,2506,2001,3,2,1,Detached,"$334,900","$337,000",.26-.5 Acres,10,0,0.00984,"$302,886.00",No,1,2,2,2,5/20/2016,1.01,NA,Apex,NC,street_address
-78.8730889,35.727126,371,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2074080/0/60/45/5a901a7abc6c9814e8817e69493cc5eb/2/30e90121a384b9b9b5a6bc05af3eee40/2074080.JPG,2074080,CLOSED,015/B,119 Homegate Circle,Scotts Mill,2218,2003,3,2,1,Detached,"$345,000","$338,000",.26-.5 Acres,10,0,1.0045,"$292,310.00",No,1,2,9,9,7/29/2016,0.98,NA,Apex,NC,street_address
-78.897396,35.718145,372,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2050573/0/60/45/aceb486404c78a9fca4826ffce5dc650/2/910bcb3a1a820f8affe9805144df8403/2050573.JPG,2050573,CLOSED,015/B,2110 Rocky Mountain Way,Crocketts Ridge,3395,2002,4,3,0,Detached,"$332,000","$338,000",0-.25 Acres,11,848,1,"$317,677.00",No,0,2,53,53,6/14/2016,1.02,NA,Apex,NC,street_address
-78.869854,35.726945,373,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2087683/0/60/45/a4376a57caa590be77c60920f7a71b35/2/7d5318369d7ceae114fc9e20ad8ab46a/2087683.JPG,2087683,CLOSED,015/B,1005 Camden Town Place,Whitehall Manor,2255,2006,3,2,1,Detached,"$350,000","$338,000",0-.25 Acres,10,0,0.99,"$321,859.00",No,1,2,32,32,10/13/2016,0.97,NA,Apex,NC,street_address
-78.8901293,35.7230862,374,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2051466/0/60/45/2451f938bb26f944a03f0881bdcf9728/2/5ddeac5ec406a94fe54d0f6cc0e5f2a0/2051466.JPG,2051466,CLOSED,015/B,2107 Toad Hollow Trail,Kelly Grove,2648,2011,4,2,1,Detached,"$350,000","$338,500",0-.25 Acres,10,0,1.0045,"$313,554.00",No,1,2,47,47,5/19/2016,0.97,NA,Apex,NC,street_address
-78.867092,35.724964,375,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2054538/0/60/45/02338cb82f0ae8ad466f85a55d28107e/2/1200d4d424ed840bce5a1f957b7f2065/2054538.JPG,2054538,CLOSED,015/B,1303 Applethorn Drive,Whitehall Manor,2173,2005,4,2,1,Detached,"$342,500","$339,000",0-.25 Acres,8,0,1.0045,"$306,970.00",No,1,2,6,6,5/4/2016,0.99,NA,Apex,NC,street_address
-78.870017,35.7620999,376,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2035013/0/60/45/92b6d1103664ebf648f58205575dc11c/2/d7179ecd955f4ff35bc7280154f94901/2035013.JPG,2035013,CLOSED,010/A,2004 Battlewood Road,Charleston Village,2695,2002,4,2,1,Detached,"$349,000","$339,900",0-.25 Acres,11,0,1.0045,"$273,603.00",No,1,2,73,73,3/4/2016,0.97,NA,Apex,NC,street_address
-78.845651,35.746478,377,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2054551/0/60/45/ae5e4f7e51b3ae017f0f009f17a04e2c/2/5200510eadfe735bfec4e50a0278cdb2/2054551.JPG,2054551,CLOSED,015/C,1130 Marker Drive,The Villages of Apex,2412,2011,4,3,1,Detached,"$349,000","$340,000",0-.25 Acres,8,0,0.875,"$334,143.00",No,1,2,58,58,6/17/2016,0.97,NA,Apex,NC,street_address
-78.884431,35.756354,378,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2056573/0/60/45/4fb50dcfca37996ebeb4ae5390f09eb9/2/ca2c7fbaebf407e054698fb1b242a99a/2056573.JPG,2056573,CLOSED,010/A,2502 Cranswick Place,Walden Creek,2350,1997,4,2,1,Detached,"$345,000","$340,000",0-.25 Acres,9,0,1.02,"$274,982.00",No,1,2,10,10,6/27/2016,0.99,NA,Apex,NC,street_address
-78.878951,35.730508,379,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2048616/0/60/45/39be942be0b1b1c5481406d69c13751a/2/ce027a94a66cd5c53fef77720fdef2a0/2048616.JPG,2048616,CLOSED,015/B,1423 Big Leaf Loop,Dogwood Ridge,2725,2003,5,2,1,Detached,"$349,900","$340,000",0-.25 Acres,10,0,1.03,"$281,867.00",No,1,2,75,75,5/27/2016,0.97,NA,Apex,NC,street_address
-78.872738,35.738329,380,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2048718/0/60/45/b6a624d051a16f4a07c3409af2ddb6fd/2/0800643187560cc35c510c856fc2305a/2048718.JPG,2048718,CLOSED,015/B,1174 Monaco Terrace,Olive Chapel Park,2400,2013,4,2,1,Detached,"$344,900","$340,000",0-.25 Acres,8,0,0.93,"$298,503.00",No,1,2,19,19,4/28/2016,0.99,NA,Apex,NC,street_address
-78.885446,35.758306,381,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2059584/0/60/45/886db7f1797cce0649b3be640560bd7d/2/679369da406ac0a519507112f15217ad/2059584.JPG,2059584,CLOSED,010/A,2703 Colony Woods Drive,Walden Creek,2893,1999,4,2,1,Detached,"$345,000","$340,000",0-.25 Acres,10,400,0.81885,"$332,490.00",No,1,2,259,26,6/10/2016,0.99,NA,Apex,NC,street_address
-78.883686,35.72736,382,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2092152/0/60/45/9ee91cef8d4ee2bc905ba6dcc6779b2c/2/97c8f41ba6c67e95a35d3e1de54ffff2/2092152.JPG,2092152,CLOSED,015/B,331 Pine Nut Lane,Scotts Mill,2021,2000,3,2,1,Detached,"$330,000","$341,000",.26-.5 Acres,9,0,1.0045,"$265,713.00",No,1,1,1,1,11/21/2016,1.03,NA,Apex,NC,street_address
-78.884585,35.755915,383,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2088998/0/60/45/f5fbec0fe91635714d2560d2b8357e0f/2/a7bd3057ed62c2889e7d4db2939c298f/2088998.JPG,2088998,CLOSED,010/A,2506 Cranswick Place,Walden Creek,2667,1997,4,2,1,Detached,"$349,000","$342,000",.26-.5 Acres,9,0,1.0045,"$315,296.00",No,1,2,7,7,11/2/2016,0.98,NA,Apex,NC,street_address
-78.872186,35.732434,384,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085380/0/60/45/cdde76896121301c2c00ce8db28ad0bd/2/6a5ce0e6450a813487a6da41025e64bc/2085380.JPG,2085380,CLOSED,015/B,514 Cameron Glen Drive,Cameron Park,2328,1999,4,2,1,Detached,"$339,000","$342,000",0-.25 Acres,8,0,0.96,"$305,058.00",No,1,2,2,2,9/30/2016,1.01,NA,Apex,NC,street_address
-78.8295903,35.7566491,385,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2100246/0/60/45/1c1916fecab060d0251c7b46d219fa13/2/cd27ccfa5b25707c683c96d2e7282161/2100246.JPG,2100246,CLOSED,015/C,827 Bay Bouquet Lane,Ellington Place,2543,2013,3,2,1,Detached,"$353,500","$342,000",0-.25 Acres,7,0,0.9805,"$240,117.00",No,1,2,6,6,1/26/2017,0.97,NA,Apex,NC,street_address
-78.891198,35.732437,386,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2083250/0/60/45/8f4b840edff8456baa5234cdf09ab819/2/4d0c9518278323248ed93660fd194f56/2083250.JPG,2083250,CLOSED,015/B,1212 Twelve Oaks Lane,Ashley Downs,2995,2002,4,3,1,Detached,"$350,000","$344,000",.26-.5 Acres,9,0,0.9805,"$278,949.00",No,1,2,4,4,9/30/2016,0.98,NA,Apex,NC,street_address
-78.89391,35.718653,387,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080352/0/60/45/496dba6827027957feb986a1ddf3b95b/2/bbcf7d3cf8a06a750d7fbee847e93cbb/2080352.JPG,2080352,CLOSED,015/B,2111 Pilot Mountain Court,Crocketts Ridge,3125,2003,4,2,1,Detached,"$345,000","$345,000",.26-.5 Acres,11,0,0.0099,"$302,207.00",No,1,2,5,5,8/23/2016,1,NA,Apex,NC,street_address
-78.872451,35.727219,388,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2065602/0/60/45/f9dd3ab8ea34deeaf89d146b736d5d4c/2/6b7c5e7ff76a6e0a96dea514211ccad0/2065602.JPG,2065602,CLOSED,015/B,125 Homegate Circle,Scotts Mill,1914,2003,3,2,0,Detached,"$350,000","$345,000",0-.25 Acres,7,600,1,"$284,158.00",No,1,2,3,3,6/30/2016,0.99,NA,Apex,NC,street_address
-78.831766,35.734785,389,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2091923/0/60/45/21a46aa306eb5fa2594f83e4736dfb20/2/6fa0a86a92af83aad066f9401b837d11/2091923.JPG,2091923,CLOSED,015/C,1005 NAPA Place,Vintage Grove,2473,1993,3,2,1,Detached,"$340,000","$345,100",0-.25 Acres,8,0,0.94,"$272,737.00",No,1,2,4,4,11/15/2016,1.02,NA,Apex,NC,street_address
-78.893769,35.71989,390,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075453/0/60/45/063f1e8ebbcbd2c0e120eaa0235d2464/2/442db517b3f60ab7455ad5ab11cadcd2/2075453.JPG,2075453,CLOSED,015/B,2005 Mountain Court,Crocketts Ridge,3412,2002,5,3,0,Detached,"$349,900","$346,000",.26-.5 Acres,11,0,1.045,"$311,214.00",No,1,2,18,18,8/24/2016,0.99,NA,Apex,NC,street_address
-78.877938,35.724485,391,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2095282/0/60/45/49b6e50e651562829e4cbe6f6986109b/2/bd2373fad5f1c13502d3de6bd197dc2f/2095282.JPG,2095282,CLOSED,015/B,420 Magdala Place,Scotts Mill,2575,2001,3,2,1,Detached,"$349,999","$347,500",0-.25 Acres,8,320,0.97,"$309,462.00",No,1,2,12,12,11/30/2016,0.99,NA,Apex,NC,street_address
-78.878241,35.758121,392,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2089839/0/60/45/61dc8e2147e50d5b20e2d8060fc73011/2/c406332e033db4892a67795659803d24/2089839.JPG,2089839,CLOSED,010/A,2010 Henniker Street,Walden Creek,2281,1998,4,2,1,Detached,"$350,000","$347,625",0-.25 Acres,8,0,1.0045,"$261,260.00",No,1,2,13,13,10/24/2016,0.99,NA,Apex,NC,street_address
-78.869995,35.734887,393,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085567/0/60/45/807b885395fa50552f1e3cbd7af5897a/2/b36f7957a231efe375526ba80b53a3da/2085567.JPG,2085567,CLOSED,015/B,137 Sharp Top Trail,Peakway Village,2993,2008,4,3,1,Detached,"$350,000","$348,000",0-.25 Acres,10,0,0.9805,"$309,115.00",No,1,2,7,7,10/27/2016,0.99,NA,Apex,NC,street_address
-78.854504,35.743146,394,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2063538/0/60/45/02ec31ea9f87d985577534776bb72619/2/67b24404eb9ff57b4530a88af2dfdca1/2063538.JPG,2063538,CLOSED,015/C,1102 Frenchurch Way,Haddon Place,2455,1998,4,2,1,Detached,"$345,000","$348,000",0-.25 Acres,8,0,0.96,"$285,714.00",No,1,2,7,7,6/27/2016,1.01,NA,Apex,NC,street_address
-78.871688,35.7323499,395,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2053115/0/60/45/71ab30dc200e6bd630b40542e9cd48bd/2/9a66203710c2290b0411b3a070dffeff/2053115.JPG,2053115,CLOSED,015/B,101 KENNEIL Court,Cameron Park,2480,2000,3,2,1,Detached,"$350,000","$348,000",0-.25 Acres,9,288,1.0045,"$325,344.00",No,1,2,7,7,4/29/2016,0.99,NA,Apex,NC,street_address
-78.8797079,35.738468,396,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2058651/0/60/45/69a3b96dafbdda7b29f46864c1bea1f5/2/b73a95c542ae6575deb54d8c62cb1e54/2058651.JPG,2058651,CLOSED,015/B,1006 Fairfax Woods Drive,Beckett Crossing,2972,1997,4,2,1,Detached,"$355,000","$348,500",.26-.5 Acres,11,0,1.0045,"$325,510.00",No,1,2,9,9,6/14/2016,0.98,NA,Apex,NC,street_address
-78.88002,35.758662,397,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2069509/0/60/45/f3c8cbc4257d72c42e80b079abd0a417/2/95a103ca0119255bbcec75ddbae831f1/2069509.JPG,2069509,CLOSED,010/A,2026 Henniker Street,Walden Creek,2204,1998,4,2,1,Detached,"$344,900","$350,000",0-.25 Acres,8,384,1.045,"$268,701.00",No,1,2,4,4,7/8/2016,1.01,NA,Apex,NC,street_address
-78.8404457,35.7327346,398,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2040476/0/60/45/d00df9ef67b11321ffcbc3a9bf9d802a/2/2d9785772ad1d5fcfe75e6842fef5958/2040476.JPG,2040476,CLOSED,015/C,522 Mill Hopper Lane,The Villages of Apex,2521,2016,3,2,1,Detached,"$355,000","$350,000",0-.25 Acres,6,0,0.875,"$85,000.00",Yes,1,2,107,107,5/9/2016,0.99,NA,Apex,NC,street_address
-78.877269,35.724298,399,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2103094/0/60/45/29d658b1fbd281536bb3d32527b2ca83/2/3527229d854712df0d4bddd9bd509511/2103094.JPG,2103094,CLOSED,015/B,470 Magdala Place,Green at Scotts Mill,2272,2001,3,3,1,Detached,"$350,000","$350,000",0-.25 Acres,8,0,0.98,"$312,521.00",No,1,2,0,0,5/11/2016,1,NA,Apex,NC,street_address
-78.882028,35.755345,400,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080911/0/60/45/e0fe3cc1c83e6ea72df85b18ea3856ff/2/574e0cc6bacba8155b6d0b5667f1f2fc/2080911.JPG,2080911,CLOSED,010/A,2322 Colony Woods Drive,Walden Creek,2739,1997,4,2,1,Detached,"$354,900","$351,600",0-.25 Acres,11,0,1.0045,"$315,296.00",No,1,2,103,103,12/29/2016,0.99,NA,Apex,NC,street_address
-78.874529,35.7294259,401,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2055646/0/60/45/497c18d684651063f7eb82e972e947c7/2/12c5b529d571f26a611f4fd71b4d9da4/2055646.JPG,2055646,CLOSED,015/B,912 TOWN SIDE Drive,Cameron Park,2463,2001,3,2,1,Detached,"$355,000","$352,000",0-.25 Acres,9,0,1,"$324,586.00",No,1,2,25,25,6/10/2016,0.99,NA,Apex,NC,street_address
-78.868071,35.76452,402,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2045522/0/60/45/971b05d1d01ff777207b96f98af8e3e7/2/1392ad2409432c6151af88f3b6264011/2045522.JPG,2045522,CLOSED,010/A,2203 Templeton Gap Drive,Charleston Village,2903,2002,4,2,1,Detached,"$350,000","$352,000",0-.25 Acres,9,0,1.0045,"$350,305.00",No,1,2,3,3,2/29/2016,1.01,NA,Apex,NC,street_address
