X,Y,,Pics,MLS #,Status,SubArea,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Closing Da,Geocode Qu,City,State,addrtype,addrlocat
-78.856592,35.72605,1,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2060235/0/60/45/9deffd19e4505b9d6816b288d608e0a5/2/fa11694417cd2f4ca8844dcfd36ae620/2060235.JPG,2060235,CLOSED,015/B,200 West Street,Not in a Subdivision,903,1984,3,1,0,Detached,"$50,000","$55,000",0-.25 Acres,4,0,1.0045,"$49,112.00",No,0,0,7,7,5/16/2016,1.1,NA,Apex,NC,street_address
-78.8568039,35.7260389,2,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2060475/0/60/45/e3f43549cd97b0f7d85bd2b55756c648/2/67e6d5405b7bef28de1565db3361c9ce/2060475.JPG,2060475,CLOSED,015/B,204 West Street,Not in a Subdivision,1046,1935,3,1,0,Detached,"$55,000","$66,500",0-.25 Acres,4,0,1.0045,"$49,915.00",No,0,0,6,6,5/12/2016,1.21,NA,Apex,NC,premise
-78.90478,35.759988,3,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2044551/0/60/45/be035f3eca57dc4245dc820ea5ad2e1e/2/3fcdaac1a037e071f80385f8896d9d8c/2044551.JPG,2044551,CLOSED,010/A,7725 Secluded Acres Road,Not in a Subdivision,1534,1983,3,2,0,Detached,"$108,000","$116,000",1-2.9 Acres,6,0,0.6945,"$176,784.00",No,1,0,7,7,2/15/2016,1.07,NA,Apex,NC,street_address
-78.855382,35.7215909,4,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2058218/0/60/45/821a0c7678ed4232a225a79494af4374/2/d29ba30b1969f9694d8aa3c14a426c21/2058218.JPG,2058218,CLOSED,015/A,713 Tingen Road,Not in a Subdivision,729,1955,2,1,0,Detached,"$133,000","$125,000",.26-.5 Acres,5,0,0.96,"$157,484.00",No,0,0,110,110,7/29/2016,0.94,NA,Apex,NC,street_address
-78.855361,35.720128,5,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2103307/0/60/45/94553aca7d81c6f44b20e04d1f8e6f3f/2/68bfe96e46f23f64550ec2040bb0a8a3/2103307.JPG,2103307,CLOSED,015/A,2 Sparta Lane,Perry Hills,1155,1998,3,2,1,Detached,"$115,000","$140,000",0-.25 Acres,6,0,0.9805,"$145,495.00",No,0,1,2,2,1/17/2017,1.22,NA,Apex,NC,street_address
-78.842349,35.7233639,6,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2095023/0/60/45/1965bbd9e2a1b857b42ba3214ea2160c/2/a4e68dde23f51bd4d72038a2608c3a09/2095023.JPG,2095023,CLOSED,015/A,821 James Street,Damont Hills,1105,1971,3,2,0,Detached,"$158,000","$149,000",.26-.5 Acres,5,0,0.98,"$125,912.00",No,0,0,7,7,11/30/2016,0.94,NA,Apex,NC,street_address
-78.828975,35.743066,7,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2051667/0/60/45/96a3ce473cb4eda27acb7a2aa0e7c6c8/2/74c26c2598d3192325678248dcd0fdcf/2051667.JPG,2051667,CLOSED,015/C,1701 Chestnut Street,Knollwood,1196,1968,3,1,1,Detached,"$150,000","$152,500",.26-.5 Acres,5,0,1,"$156,469.00",No,0,0,0,0,4/13/2016,1.02,NA,Apex,NC,street_address
-78.8498367,35.7376301,8,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2050812/0/60/45/52e08094280c2e35444b632290cdf73b/2/1086aa463b0ae5e05085a26438408c1e/2050812.JPG,2050812,CLOSED,015/C,610 Bladestone Court,Bladestone,1100,1991,3,1,0,Detached,"$154,999","$155,000",0-.25 Acres,6,0,1.0045,"$130,398.00",No,0,0,1,1,4/8/2016,1,NA,Apex,NC,premise
-78.858304,35.725599,9,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2084727/0/60/45/54e3cae0d755d6da89226a33a3299ff8/2/4716a482caea4b172331b90140c67346/2084727.JPG,2084727,CLOSED,015/B,300 Lynch Street,Not in a Subdivision,1068,2008,3,2,0,Detached,"$155,000","$159,000",0-.25 Acres,5,0,0.7499,"$155,479.00",No,0,0,11,11,10/12/2016,1.03,NA,Apex,NC,street_address
-78.858067,35.717283,10,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2063706/0/60/45/56ee80cae4688b1330f600ddb3c616b1/2/bc0e034e4d725c5db5c0797443380b04/2063706.JPG,2063706,CLOSED,015/A,308 Port Haven Drive,West Haven Townhomes,1328,2007,3,2,1,Detached,"$155,000","$159,000",0-.25 Acres,6,0,1.0045,"$133,834.00",No,1,0,2,2,6/3/2016,1.03,NA,Apex,NC,street_address
-78.861437,35.725935,11,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2047295/0/60/45/6307dad72f8306da861d8d62e5ac6860/2/044b1099cab6698b4e8bbbb09f1fcd9a/2047295.JPG,2047295,CLOSED,015/B,202 Gumdrop Path,Sugarland Run,1350,2000,3,2,1,Detached,"$164,900","$160,000",0-.25 Acres,7,0,0.96,"$162,601.00",No,1,0,1,1,2/29/2016,0.97,NA,Apex,NC,street_address
-78.905418,35.737102,12,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2058309/0/60/45/8d484f2d2e0d13695a995281bea2ce9f/2/09fa37f0de7633a76f0ab78e3b40a0b5/2058309.JPG,2058309,CLOSED,015/B,811 Homestead Park Drive,Homestead Park,966,1999,2,2,0,Detached,"$159,900","$160,000",0-.25 Acres,4,0,1.0045,"$147,124.00",No,0,0,2,2,5/5/2016,1,NA,Apex,NC,street_address
-78.862557,35.725123,13,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2056840/0/60/45/5e55ccba31375a38866ea273430cd439/2/7c80b2e8104bd2a8b4f2c343f784f324/2056840.JPG,2056840,CLOSED,015/B,309 Milky Way Drive,Sugarland Run,1135,1999,3,2,0,Detached,"$169,900","$169,900",0-.25 Acres,6,0,0.93,"$159,057.00",No,1,0,26,26,6/9/2016,1,NA,Apex,NC,street_address
-78.835317,35.740509,14,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2090450/0/60/45/cb07160d59951d0a267daf5233470043/2/e4011ad569691f8dca4c911c736f5752/2090450.JPG,2090450,CLOSED,015/A,1002 Cherokee Court,Indian Trail,1640,1983,3,2,1,Detached,"$209,000","$170,000",.26-.5 Acres,9,0,0.9805,"$197,069.00",No,1,0,43,43,1/17/2017,0.81,NA,Apex,NC,street_address
-78.843973,35.730616,15,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2079322/0/60/45/7fcd6e75609fc0747c7ab281bf6b22bf/2/cafe25cf509399a0dcd23d86ce011965/2079322.JPG,2079322,CLOSED,015/C,302 Center Park Way,Center Parkway,1030,1995,3,2,0,Detached,"$175,000","$170,000",.26-.5 Acres,6,0,1.05,"$147,856.00",No,1,0,1,1,8/30/2016,0.97,NA,Apex,NC,street_address
-78.861031,35.725665,16,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2053173/0/60/45/ef8bc878c353171193fb8c5fd4edb273/2/0e9b1a203a3c23d78799362ad84836f9/2053173.JPG,2053173,CLOSED,015/B,113 Gumdrop Path,Sugarland Run,1113,2000,3,2,0,Detached,"$165,000","$170,000",0-.25 Acres,5,0,0.977,"$151,153.00",No,1,0,30,30,4/28/2016,1.03,NA,Apex,NC,street_address
-78.862692,35.725748,17,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2043154/0/60/45/9a2af77de60992c51e9e152291b03550/2/4172ec931c2864ca4551250feaf9c4f2/2043154.JPG,2043154,CLOSED,015/B,112 Lemon Drop Circle,Sugarland Run,1200,1999,3,2,0,Detached,"$172,000","$172,000",0-.25 Acres,5,0,1.045,"$158,328.00",No,1,0,4,4,2/29/2016,1,NA,Apex,NC,street_address
-78.905013,35.735589,18,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2068410/0/60/45/bf743d7f89e87c53b3fbd23715b213f8/2/f93a2a31e656bb4084a8f9af22da9f5f/2068410.JPG,2068410,CLOSED,015/B,102 Checker Court,Homestead Park,1000,2000,2,2,0,Detached,"$172,000","$172,000",0-.25 Acres,5,0,1.0045,"$150,869.00",No,0,0,11,11,8/10/2016,1,NA,Apex,NC,street_address
-78.861372,35.726072,19,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2088591/0/60/45/3ebf459b5c26fbcd57617ca90a458fce/2/067bd86b710d8341c240840ba42952b7/2088591.JPG,2088591,CLOSED,015/B,204 Gumdrop Path,Sugarland Run,1300,2000,3,2,1,Detached,"$179,900","$172,500",0-.25 Acres,7,400,0.97,"$165,104.00",No,1,0,77,11,11/2/2016,0.96,NA,Apex,NC,street_address
-78.851956,35.724653,20,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075834/0/60/45/f27ebdc7f6f0e36b318ce82e86d1372c/2/32fb56a8d4b812f81d2e3ee69daa3270/2075834.JPG,2075834,CLOSED,015/A,508 S Hughes Street,Not in a Subdivision,1995,1950,3,2,0,Detached,"$200,000","$175,000",.76-.99 Acres,6,0,1.05,"$251,397.00",No,1,0,24,24,6/30/2016,0.88,NA,Apex,NC,street_address
-78.903545,35.736846,21,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2062413/0/60/45/4489ccd127342a796a2f96e4e9148447/2/2366c120e1be5f6c94864418307ee33d/2062413.JPG,2062413,CLOSED,015/B,915 Homestead Park Drive,Homestead Park,1015,1999,2,2,0,Detached,"$175,000","$175,000",0-.25 Acres,5,42,0.968,"$152,002.00",No,0,0,1,1,5/10/2016,1,NA,Apex,NC,street_address
-78.861542,35.722418,22,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2082163/0/60/45/a7441f6f3631895c717fb4813ce98444/2/7e9c6ffacc9d710f2f733921d1e311da/2082163.JPG,2082163,CLOSED,015/B,105 Sugarland Drive,Sugarland Run,1147,1997,3,2,0,Detached,"$175,000","$177,000",0-.25 Acres,6,0,0.9805,"$155,340.00",No,1,0,1,1,8/31/2016,1.01,NA,Apex,NC,street_address
-78.906306,35.736131,23,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2064191/0/60/45/5e5fde2248877eab67fc9ea8b911adb0/2/9aa526b2be75e5ce31ea04fe7d0eddbe/2064191.JPG,2064191,CLOSED,015/B,712 Homestead Park Drive,Homestead Park,1060,1999,2,2,0,Detached,"$179,900","$179,900",0-.25 Acres,6,0,1.0045,"$156,339.00",No,0,1,31,31,7/11/2016,1,NA,Apex,NC,street_address
-78.852424,35.722954,24,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2064628/0/60/45/53f7ada97f0f447ffcfd204a873e511c/2/0b733c6aa60e3406046e24608743a673/2064628.JPG,2064628,CLOSED,015/A,315 James Street,Sunny Side,1178,1981,3,2,0,Detached,"$179,900","$179,900",.26-.5 Acres,5,0,1.0045,"$149,612.00",No,0,0,12,12,6/29/2016,1,NA,Apex,NC,street_address
-78.861773,35.722052,25,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2067717/0/60/45/0e1d39200f187b84de0ff8d55ef496f7/2/d6cc1135ebede86f6a60440e48b8b7e1/2067717.JPG,2067717,CLOSED,015/B,101 Sugarland Drive,Sugarland Run,1200,1997,3,2,0,Detached,"$175,000","$180,000",0-.25 Acres,5,0,0.984,"$150,690.00",No,1,0,1,1,6/17/2016,1.03,NA,Apex,NC,street_address
-78.854258,35.716594,26,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2047937/0/60/45/2e90058be9eb084282c850660f959690/2/942faf3acf2fc6addce529c8e29124a1/2047937.JPG,2047937,CLOSED,015/A,1003 Dual Parks Road,Bradley Park,1265,2002,3,2,0,Detached,"$180,000","$180,000",0-.25 Acres,7,0,1.0045,"$172,383.00",No,1,1,0,0,2/29/2016,1,NA,Apex,NC,street_address
-78.861363,35.724568,27,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2049170/0/60/45/ee9044baccea66a9002164043f5bfd26/2/7e3775f0a02eea74d5f926ca0a7f0f00/2049170.JPG,2049170,CLOSED,015/B,209 Milky Way Drive,Sugarland Run,1230,1998,3,2,0,Detached,"$175,000","$180,000",0-.25 Acres,6,0,0.968,"$165,242.00",No,1,0,3,3,3/30/2016,1.03,NA,Apex,NC,street_address
-78.855356,35.7197419,28,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096287/0/60/45/2378ce8bd55ca5e59d5f3777be6b068f/2/df2891546df41abe392ad738029a96a0/2096287.JPG,2096287,CLOSED,015/A,6 Sparta Lane,Perry Hills,1190,1999,3,2,0,Detached,"$175,000","$182,000",0-.25 Acres,5,36,1.0045,"$143,184.00",No,1,0,2,2,11/14/2016,1.04,NA,Apex,NC,street_address
-78.843931,35.731212,29,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2042424/0/60/45/a74cfa24db59f71ea015b06a043c9600/2/b094ffca39bb232bc297fd29dd143afd/2042424.JPG,2042424,CLOSED,015/C,310 Center Park Way,Center Parkway,1315,1995,3,2,1,Detached,"$175,000","$183,000",0-.25 Acres,6,0,1,"$154,330.00",No,1,0,5,5,2/10/2016,1.05,NA,Apex,NC,street_address
-78.854476,35.720124,30,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2068458/0/60/45/debce59da3af78a956b53072351ca73e/2/a964684e9842ee80d9be484f4a836d1d/2068458.JPG,2068458,CLOSED,015/A,107 Sparta Lane,Perry Hills,1223,1999,3,2,0,Detached,"$181,900","$185,000",0-.25 Acres,6,0,1.0045,"$153,626.00",No,1,1,3,3,7/1/2016,1.02,NA,Apex,NC,street_address
-78.854923,35.7166939,31,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2051410/0/60/45/e9f7aac7f7b48b2712879aa1900ede49/2/d49dcb6800f71a8a80f06fa5af69c718/2051410.JPG,2051410,CLOSED,015/A,1002 Shackleton Road,Bradley Park,1188,2004,3,2,0,Detached,"$182,000","$185,000",0-.25 Acres,6,0,0.6145,"$168,308.00",No,1,1,2,2,3/31/2016,1.02,NA,Apex,NC,street_address
-78.85504,35.717612,32,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094410/0/60/45/b1c906c4f8893ad29a59c4613a728b60/2/2fa317381b98c5605b0c7c82d98d9989/2094410.JPG,2094410,CLOSED,015/A,1113 Kissena Lane,Perry Farms,1214,2000,3,2,0,Detached,"$184,900","$185,000",0-.25 Acres,8,0,0.9805,"$172,897.00",No,0,0,2,2,11/15/2016,1,NA,Apex,NC,street_address
-78.905785,35.737465,33,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2087278/0/60/45/3d1bdb8c8d0cd584a7dffccdc45b668f/2/07af4b98961b8ebaff8cd542c3cc7d1e/2087278.JPG,2087278,CLOSED,015/B,812 Homestead Park,Homestead Park,1375,1999,3,2,1,Detached,"$184,900","$185,900",0-.25 Acres,5,0,0.992,"$172,761.00",No,0,0,5,5,10/21/2016,1.01,NA,Apex,NC,street_address
-78.861863,35.725981,34,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2072437/0/60/45/ef8d36507b8fe99f0426535230395aa4/2/0c094c7b8c2cda2d551faac05e4419ad/2072437.JPG,2072437,CLOSED,015/B,105 Lemon Drop Circle,Sugarland Run,1208,2000,3,2,0,Detached,"$180,000","$189,000",0-.25 Acres,6,108,1.0045,"$158,227.00",No,0,0,4,4,7/29/2016,1.05,NA,Apex,NC,street_address
-78.8571149,35.727404,35,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2077672/0/60/45/a80f565e39ce9931c258b44a8d8e1c11/2/edcb66b7e2deb61cc4d5ccc20cbc97ad/2077672.JPG,2077672,CLOSED,015/B,412 Second Street,Not in a Subdivision,1520,1961,3,1,1,Detached,"$190,000","$190,000",0-.25 Acres,11,680,1.0045,"$95,701.00",No,1,0,55,55,11/30/2016,1,NA,Apex,NC,street_address
-78.844287,35.731307,36,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094331/0/60/45/b3e46bdec346a3d8e96a0ace77ab70f3/2/8b1ab2d9c3941488bbb4f38c6adb596f/2094331.JPG,2094331,CLOSED,015/C,309 Center Park Way,Center Parkway,1165,1995,3,2,0,Detached,"$185,000","$190,000",0-.25 Acres,5,0,1.05,"$158,270.00",No,1,0,3,3,11/14/2016,1.03,NA,Apex,NC,street_address
-78.890624,35.727132,37,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2097817/0/60/45/dc3807fc65ebac9367542dd11ca4e083/2/dbfade2c0f2941e37c2620d9beebce81/2097817.JPG,2097817,CLOSED,015/B,1818 KELLY GLEN Drive,Kelly Glen,1336,1997,3,2,1,Detached,"$191,500","$191,000",.26-.5 Acres,6,0,1.004,"$171,082.00",No,1,0,0,0,12/22/2016,1,NA,Apex,NC,street_address
-78.901421,35.736205,38,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2051412/0/60/45/743a8563a494cb23d65b580754a22971/2/11c88c92075991793f2c023994e42d29/2051412.JPG,2051412,CLOSED,015/B,127 EVENING STAR Drive,Homestead Park,1162,1998,3,2,0,Detached,"$189,900","$192,000",0-.25 Acres,6,0,0.924,"$171,627.00",No,0,1,4,4,5/6/2016,1.01,NA,Apex,NC,street_address
-78.841589,35.726759,39,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078934/0/60/45/15365e2aac4ed6ec8d89be23eb486d3b/2/078f7ac2d7b8dad8901ad6d7accdb4c7/2078934.JPG,2078934,CLOSED,015/C,102 Briarcliff Street,Clairmont,1148,1984,3,2,0,Detached,"$200,000","$193,500",0-.25 Acres,8,0,0.968,"$169,848.00",No,1,0,10,10,9/1/2016,0.97,NA,Apex,NC,street_address
-78.903888,35.735289,40,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2071150/0/60/45/e758a74778bf43527e37532f3196e149/2/15cb8f42883b1ce90d70264c324829e8/2071150.JPG,2071150,CLOSED,015/B,943 Homestead Park Drive,Homestead Park,1430,1999,3,2,0,Detached,"$199,900","$193,500",0-.25 Acres,7,0,1.0045,"$187,642.00",No,1,1,6,6,9/6/2016,0.97,NA,Apex,NC,street_address
-78.862156,35.725079,41,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2048219/0/60/45/a6b5bed0f2345f9adf35056f5a511200/2/219e70a0e15444a9aa2013affb86c5eb/2048219.JPG,2048219,CLOSED,015/C,305 Milky Way Drive,Sugarland Run,2075,2002,3,2,1,Detached,"$205,000","$196,000",0-.25 Acres,8,299,1.0045,"$206,286.00",No,2,0,1,1,2/25/2016,0.96,NA,Apex,NC,street_address
-78.861315,35.723419,42,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2076735/0/60/45/e045d51a35d6e4354d5f821bf77d7eb3/2/18fad33fc5388c51f8c512d23d88cab1/2076735.JPG,2076735,CLOSED,015/B,111 Milky Way Drive,Sugarland Run,1396,1997,3,2,1,Detached,"$200,000","$196,500",0-.25 Acres,5,0,0.107,"$172,014.00",No,1,0,1,1,8/9/2016,0.98,NA,Apex,NC,street_address
-78.901582,35.737446,43,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2046818/0/60/45/aa9ce0a7a9b40937045500904300e6a8/2/248a477c1158091106d2905715911f3b/2046818.JPG,2046818,CLOSED,015/B,301 EVENING STAR Drive,Homestead Park,1462,1998,3,2,1,Detached,"$208,500","$198,000",0-.25 Acres,7,0,1.0045,"$182,587.00",No,1,2,4,4,3/17/2016,0.95,NA,Apex,NC,street_address
-78.90624,35.736692,44,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2063889/0/60/45/0c2e137b2b9a464c470338bae82a2623/2/fd9c2bcaff1bb98736706fecabd1c550/2063889.JPG,2063889,CLOSED,015/B,800 Homestead Park Drive,Homestead Park,1527,1999,4,2,0,Detached,"$199,900","$199,900",0-.25 Acres,8,0,0.924,"$181,155.00",No,1,0,11,11,7/7/2016,1,NA,Apex,NC,street_address
-78.902983,35.735952,45,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2063892/0/60/45/a29277613c447c8d5744edb04559d61e/2/b20332176aabd9b762068bf7c36273d7/2063892.JPG,2063892,CLOSED,015/B,930 Homestead Park Drive,Homestead Park,1430,1999,3,2,0,Detached,"$200,000","$200,000",0-.25 Acres,7,0,0.924,"$181,814.00",No,0,1,5,5,6/13/2016,1,NA,Apex,NC,street_address
-78.853776,35.7162999,46,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2062172/0/60/45/192a0d1939701586f9afe5b010e93dcc/2/f4346431c74a2262b8a00251702424b1/2062172.JPG,2062172,CLOSED,015/A,1011 Dual Parks Road,Bradley Park,1464,2004,3,2,1,Detached,"$205,000","$200,000",0-.25 Acres,6,0,1.004,"$181,425.00",No,1,1,2,2,5/31/2016,0.98,NA,Apex,NC,street_address
-78.889426,35.725423,47,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075126/0/60/45/6c14ad01d0aadaccee6b662da34b8e99/2/cdbda733fd0bfa958aad1e5205f4feef/2075126.JPG,2075126,CLOSED,015/B,1914 KELLY GLEN Drive,Kelly Glen,1363,1997,3,2,0,Detached,"$205,000","$200,000",.26-.5 Acres,7,0,1.0045,"$190,771.00",No,1,2,33,33,9/2/2016,0.98,NA,Apex,NC,street_address
-78.851208,35.725577,48,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2081525/0/60/45/e21e431b3d4508cb90ef88ad30c84b57/2/b2a30ef339e31aa20d5ec00c0f487a3f/2081525.JPG,2081525,CLOSED,015/A,409 S Hughes Street,Not in a Subdivision,1616,1957,3,2,0,Detached,"$210,000","$200,000",.26-.5 Acres,8,384,1.045,"$214,863.00",No,1,0,57,57,11/8/2016,0.95,NA,Apex,NC,street_address
-78.903725,35.737602,49,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2092384/0/60/45/7b023c7da85d82ee9b8506aff9190be7/2/c9fc33478dcbdedfc53dd543c513f903/2092384.JPG,2092384,CLOSED,015/B,904 Homestead Park,Homestead Park,1370,1999,3,2,1,Detached,"$202,500","$200,000",0-.25 Acres,6,0,0.99,"$176,602.00",No,0,1,30,30,11/18/2016,0.99,NA,Apex,NC,street_address
-78.901301,35.737581,50,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094273/0/60/45/ade2653daac026069cef16ea66935d12/2/667214841726371704de4ce94396561b/2094273.JPG,2094273,CLOSED,015/A,305 EVENING STAR Drive,Homestead Park,1472,1998,3,2,1,Detached,"$207,000","$200,000",0-.25 Acres,7,0,0.99,"$182,226.00",No,1,1,47,47,12/30/2016,0.97,NA,Apex,NC,street_address
-78.904522,35.73575,51,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2061551/0/60/45/efe156d0d9de9ae27e3a9e0ab383b7bb/2/f0feba59e05d3eeebe5be48888c09075/2061551.JPG,2061551,CLOSED,015/B,108 Checker Court,Homestead Park,1371,2000,3,2,1,Detached,"$204,990","$201,000",0-.25 Acres,6,0,1.0045,"$176,314.00",No,0,1,2,2,5/31/2016,0.98,NA,Apex,NC,street_address
-78.904712,35.73731,52,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2082635/0/60/45/31609bc5a4b2b6347b3b553f86d167b5/2/7e702268c22e1efa3fa6cb152a831c42/2082635.JPG,2082635,CLOSED,015/B,825 Homestead Park Drive,Homestead Park,1358,1999,3,2,1,Detached,"$203,700","$202,000",0-.25 Acres,9,0,1.0045,"$172,549.00",No,0,1,4,4,9/13/2016,0.99,NA,Apex,NC,street_address
-78.843872,35.730752,53,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099966/0/60/45/521fc27971cd2b8a17d94d25e4429d74/2/fb79863b8a5cf3eb2d9dad68eb2aa89f/2099966.JPG,2099966,CLOSED,015/C,304 Center Park Way,Center Parkway,1231,1995,3,2,0,Detached,"$195,000","$202,000",0-.25 Acres,6,240,0.985,"$162,451.00",No,1,1,4,4,1/4/2017,1.04,NA,Apex,NC,street_address
-78.835775,35.745672,54,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2043278/0/60/45/758152d973b79051b7ba653b957cf264/2/0e8419fdf5e201c57d8c502b3b6d85b4/2043278.JPG,2043278,CLOSED,015/C,1700 Laura Duncan Road,Knollwood,1847,1972,4,2,1,Detached,"$219,000","$202,500",.26-.5 Acres,8,433,0.968,"$207,011.00",No,1,1,51,51,4/15/2016,0.92,NA,Apex,NC,street_address
-78.85402,35.719516,55,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2106616/0/60/45/9e3821f9e43f06fd6873766df0b0c5d5/2/096702840bb8c5b54cd93552f3fa1dca/2106616.JPG,2106616,CLOSED,015/A,103 Litton Street,Perry Hills,1210,1999,3,2,0,Detached,"$194,900","$205,000",0-.25 Acres,5,0,0.993,"$153,537.00",No,1,1,1,1,2/8/2017,1.05,NA,Apex,NC,street_address
-78.854305,35.715501,56,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099268/0/60/45/3abdb06cc45da5205eacde6107ed33b4/2/3aed029d5da2e359061e696e14d3f069/2099268.JPG,2099268,CLOSED,015/C,1024 Dual Parks Road,Bradley Park,1495,2005,3,2,1,Detached,"$205,000","$205,000",0-.25 Acres,6,0,0.98,"$172,178.00",No,1,0,9,9,12/15/2016,1,NA,Apex,NC,street_address
-78.840281,35.726285,57,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2081197/0/60/45/195e73596f74bbe44374c9dc0716c188/2/8c6db5bdf47bd1887c77e3232436b5e9/2081197.JPG,2081197,CLOSED,015/C,107 George Place,Clairmont,1323,1985,3,1,1,Detached,"$216,000","$205,000",.51-.75 Acres,6,0,0.9805,"$197,374.00",No,1,1,129,129,1/17/2017,0.95,NA,Apex,NC,street_address
-78.855938,35.713357,58,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2057726/0/60/45/dd327df8546de9ae61411984bc07d863/2/9f8f2d48adb31b6e60bcb8776faa5b4a/2057726.JPG,2057726,CLOSED,015/A,1209 Shackleton Road,Lexington,1850,1995,3,2,1,Detached,"$190,000","$206,000",0-.25 Acres,7,0,1.0045,"$185,585.00",No,1,2,11,11,7/8/2016,1.08,NA,Apex,NC,street_address
-78.85012,35.721344,59,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080522/0/60/45/491343e2ad7b2e002169aa30bb48d32e/2/911baa2fc394bf40377beebc7aa7e51a/2080522.JPG,2080522,CLOSED,015/A,103 Perry Farms Drive,Perry Farms,1505,1992,3,2,1,Detached,"$209,900","$206,500",0-.25 Acres,7,0,1.005,"$173,425.00",No,1,0,10,10,9/16/2016,0.98,NA,Apex,NC,street_address
