X,Y,Pics,MLS #,Status,SubArea,Address,Subdivisio,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property T,List Price,Sold Price,Acres,# of Rooms,Total Othe,Tax Rate,Tax Value,New Constr,Fireplace,Garage,Cumulative,Days On Ma,Closing Da,Geocode Qu,city,state,addrtype,addrlocat
-78.868245,35.74201,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2090932/0/60/45/5649312f6c7488cfb259c295cdb4336a/2/1c103d196ff32aeb9adf638ae9914723/2090932.JPG,2090932,CLOSED,015/C,101 Brittingham Loop,Haddon Hall,2440.0,2008,3,3,1,Attached,"$242,000","$241,500",0-.25 Acres,9,0.0,0.9805,"$214,935.00",No,0,1,2,2,11/4/2016,1.0,NA,Apex,NC,place
-78.9004368024896,35.7376172782129,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2091259/0/60/45/aa14adac0a7509ee9e3ae4025ece8c37/2/dc71c1013f4d13ebc1ff4174e9cff1fa/2091259.JPG,2091259,CLOSED,015/B,402 EVENING STAR Drive,Creekside Commons,1704.0,2008,3,2,1,Detached,"$245,000","$242,000",0-.25 Acres,7,0.0,0.99,"$212,826.00",No,0,2,5,5,10/27/2016,0.99,NA,Apex,NC,place
-78.8321868096124,35.7446231142268,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2098543/0/60/45/d2a7ce070fa4009ee3e444e881a9e1be/2/65f0b72ce49fd64f6a114dd1ba242bbd/2098543.JPG,2098543,CLOSED,015/C,1111 Knollwood Drive,Knollwood,2079.0,1969,4,3,0,Detached,"$239,990","$242,500",.26-.5 Acres,8,0.0,0.9805,"$188,016.00",No,1,0,7,7,1/6/2017,1.01,NA,Apex,NC,place
-78.883005,35.727683,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2075479/0/60/45/2050a1ee9137bcf8a4e5f305b113db41/2/8160a88f6e0ec2b4b7e86ce2e6337588/2075479.JPG,2075479,CLOSED,015/B,325 Pine Nut Lane,Scotts Mill,1355.0,1999,3,2,0,Detached,"$244,900","$244,900",0-.25 Acres,6,0.0,0.98,"$228,959.00",No,1,0,25,25,9/23/2016,1.0,NA,Apex,NC,place
-78.853611051863,35.735276429416,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096580/0/60/45/a6feb5efbb02920d0ea87cac39c7f1ac/2/6dc8a05bd28e541d5d669d7f51436c66/2096580.JPG,2096580,CLOSED,015/C,1008 Royal Hunt Court,Brittany Trace,1645.0,1990,3,2,1,Detached,"$245,000","$245,000",0-.25 Acres,7,0.0,0.98,"$186,461.00",No,1,1,0,0,12/19/2016,1.0,NA,Apex,NC,place
-78.826838,35.743735,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2083710/0/60/45/5c94f48f5564cdf1239bdac8708fe184/2/610431b354e228c3a468e158739f0c06/2083710.JPG,2083710,CLOSED,015/C,1501 Maple Avenue,Knollwood,1910.0,1968,3,2,1,Detached,"$235,000","$246,000",.26-.5 Acres,12,0.0,0.9625,"$186,102.00",No,1,0,1,1,9/12/2016,1.05,NA,Apex,NC,place
-78.8467677,35.74826,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2044387/0/60/45/d6b389f20718bc8cbc27b2a6d7e5443c/2/8e4912d56ad49a90ea692c3d0f0e1a6a/2044387.JPG,2044387,CLOSED,015/C,1103 Boxcar Way,The Villages of Apex,1830.0,2016,3,2,1,Attached,"$242,095","$247,335",0-.25 Acres,6,0.0,1.0045,$0.00,Yes,0,1,12,12,10/14/2016,1.02,NA,Apex,NC,highway
-78.8227510704464,35.7251194398086,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2103283/0/60/45/c52bc1d31f00a14b02b653e170094f7f/2/c1776aef65abd3ddf0fc718f1c8093ea/2103283.JPG,2103283,CLOSED,015/C,1901 Green Ford Lane,Waterford Green,1625.0,1994,3,2,1,Detached,"$235,000","$248,000",0-.25 Acres,9,471.0,0.9805,"$225,052.00",No,1,2,2,2,2/1/2017,1.06,NA,Apex,NC,place
-78.8286455102041,35.7436630612245,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099129/0/60/45/59db618ddd516061dbd015ba653c02a1/2/e96881385a8059af3e23e527e082612b/2099129.JPG,2099129,CLOSED,015/C,1702 Chestnut Street,Knollwood,1818.0,1969,4,2,0,Detached,"$245,000","$248,000",.51-.75 Acres,10,0.0,0.9625,"$197,371.00",No,0,1,1,1,12/29/2016,1.01,NA,Apex,NC,place
-78.8820712778504,35.7267047461984,http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093626/0/60/45/aae98ac9549da85cd4fbbd53e5ef95ca/2/ebc1665941797e922e3cee8769b7460a/2093626.JPG,2093626,CLOSED,015/B,308 Pine Nut Lane,Scotts Mill,1555.0,1999,3,2,1,Detached,"$255,000","$248,500",0-.25 Acres,7,0.0,0.9805,"$248,742.00",No,1,1,14,14,12/15/2016,0.97,NA,Apex,NC,place
